INCIDENT_NUMBER,UCR_CATEGORY,TYPE_OF_FIREARM,FIREARM_MANUFACTURER,FIREARM_MODEL,FIREARM_CALIBER,RECOVERY_DATE,RECOVERY_BLOCK_ADDRESS,CITY,state,RECOVERY_ZIPCODE,PERSON_RECOVERED_FROM_RACE,PERSON_RECOVERED_FROM_SEX,PERSON_RECOVERED_FROM_AGE,year,ObjectId
80-13-045271,NARCOTICS,NULL,RUGER                                                  ,               ,     ,6/20/2013,3700 BLOCK KLONDIKE LN                                      ,LOUISVILLE          ,KY,40218,WHITE,M,58,2013,9178
80-13-045271,NARCOTICS,NULL,RUGER                                                  ,               ,     ,6/20/2013,3700 BLOCK KLONDIKE LN                                      ,LOUISVILLE          ,KY,40218,WHITE,M,58,2013,9179
80-13-045271,NARCOTICS,NULL,RUGER                                                  ,               ,     ,6/20/2013,3700 BLOCK KLONDIKE LN                                      ,LOUISVILLE          ,KY,40218,WHITE,M,58,2013,9180
80-13-045271,NARCOTICS,"SHOTGUN, SEMIAUTOMATIC                                 ",                                                       ,               ,12GA ,6/20/2013,3700 BLOCK KLONDIKE LN                                      ,LOUISVILLE          ,KY,40218,WHITE,M,58,2013,9181
80-13-045271,NARCOTICS,"SHOTGUN, SEMIAUTOMATIC                                 ",                                                       ,               ,12GA ,6/20/2013,3700 BLOCK KLONDIKE LN                                      ,LOUISVILLE          ,KY,40218,WHITE,M,58,2013,9182
80-13-045271,NARCOTICS,"SHOTGUN, SEMIAUTOMATIC                                 ",                                                       ,               ,12GA ,6/20/2013,3700 BLOCK KLONDIKE LN                                      ,LOUISVILLE          ,KY,40218,WHITE,M,58,2013,9183
80-13-045271,NARCOTICS,"SHOTGUN, SEMIAUTOMATIC                                 ",                                                       ,               ,12GA ,6/20/2013,3700 BLOCK KLONDIKE LN                                      ,LOUISVILLE          ,KY,40218,WHITE,M,58,2013,9184
80-13-045271,NARCOTICS,NULL,                                                       ,               ,     ,6/20/2013,3700 BLOCK KLONDIKE LN                                      ,LOUISVILLE          ,KY,40218,WHITE,M,58,2013,9185
80-13-045271,NARCOTICS,NULL,                                                       ,               ,     ,6/20/2013,3700 BLOCK KLONDIKE LN                                      ,LOUISVILLE          ,KY,40218,WHITE,M,58,2013,9186
80-13-045271,NARCOTICS,NULL,                                                       ,               ,     ,6/20/2013,3700 BLOCK KLONDIKE LN                                      ,LOUISVILLE          ,KY,40218,WHITE,M,58,2013,9187
80-13-045271,NARCOTICS,NULL,                                                       ,               ,     ,6/20/2013,3700 BLOCK KLONDIKE LN                                      ,LOUISVILLE          ,KY,40218,WHITE,M,58,2013,9188
80-13-045271,NARCOTICS,NULL,"SPRINGFIELD ARMORY,GENESEO,IL                          ",PISTOL: MODEL 1,     ,6/20/2013,3700 BLOCK KLONDIKE LN                                      ,LOUISVILLE          ,KY,40218,WHITE,M,58,2013,9189
80-13-045271,NARCOTICS,NULL,"SPRINGFIELD ARMORY,GENESEO,IL                          ",PISTOL: MODEL 1,     ,6/20/2013,3700 BLOCK KLONDIKE LN                                      ,LOUISVILLE          ,KY,40218,WHITE,M,58,2013,9190
80-13-045271,NARCOTICS,NULL,"SPRINGFIELD ARMORY,GENESEO,IL                          ",PISTOL: MODEL 1,     ,6/20/2013,3700 BLOCK KLONDIKE LN                                      ,LOUISVILLE          ,KY,40218,WHITE,M,58,2013,9191
80-13-045271,NARCOTICS,NULL,"SPRINGFIELD ARMORY,GENESEO,IL                          ",PISTOL: MODEL 1,     ,6/20/2013,3700 BLOCK KLONDIKE LN                                      ,LOUISVILLE          ,KY,40218,WHITE,M,58,2013,9192
80-13-045271,NARCOTICS,"PISTOL, REVOLVER                                       ",TAURUS INTERNATIONAL                                   ,               ,45C  ,6/20/2013,3700 BLOCK KLONDIKE LN                                      ,LOUISVILLE          ,KY,40218,WHITE,M,58,2013,9193
80-13-045271,NARCOTICS,"PISTOL, REVOLVER                                       ",TAURUS INTERNATIONAL                                   ,               ,45C  ,6/20/2013,3700 BLOCK KLONDIKE LN                                      ,LOUISVILLE          ,KY,40218,WHITE,M,58,2013,9194
80-13-045271,NARCOTICS,"PISTOL, REVOLVER                                       ",TAURUS INTERNATIONAL                                   ,               ,45C  ,6/20/2013,3700 BLOCK KLONDIKE LN                                      ,LOUISVILLE          ,KY,40218,WHITE,M,58,2013,9195
80-13-045271,NARCOTICS,"PISTOL, REVOLVER                                       ",TAURUS INTERNATIONAL                                   ,               ,45C  ,6/20/2013,3700 BLOCK KLONDIKE LN                                      ,LOUISVILLE          ,KY,40218,WHITE,M,58,2013,9196
80-14-045134,NARCOTICS,"RIFLE, LEVER ACTION                                    ",MARLIN FIREARMS CO.                                    ,               ,30C  ,6/20/2013,3700 BLOCK KLONDIKE LN                                      ,LOUISVILLE,KY,40218,WHITE,M,58,2013,9197
80-14-045134,NARCOTICS,"RIFLE, LEVER ACTION                                    ",MARLIN FIREARMS CO.                                    ,               ,30C  ,6/20/2013,3700 BLOCK KLONDIKE LN                                      ,LOUISVILLE,KY,40218,WHITE,M,58,2013,9198
80-14-045134,NARCOTICS,NULL,                                                       ,60AST          ,     ,6/20/2013,3700 BLOCK KLONDIKE LN                                      ,LOUISVILLE,KY,40218,WHITE,M,58,2013,9199
80-14-045134,NARCOTICS,NULL,                                                       ,60AST          ,     ,6/20/2013,3700 BLOCK KLONDIKE LN                                      ,LOUISVILLE,KY,40218,WHITE,M,58,2013,9200
80-13-001868,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",PHOENIX ARMS CO.                                       ,               ,25C  ,1/8/2013,S 28TH ST / VIRGINIA AVE                                    ,LOUISVILLE          ,KY,40211,BLACK,M,29,2013,9201
80-13-001120,WPNS LAW VIOLATION,"PISTOL, DERRINGER                                      ",DAVIS INDUSTRIES                                       ,D SERIES       ,38C  ,1/6/2013,1800 BLOCK DUMESNIL ST                                      ,LOUISVILLE          ,KY,40210,BLACK,M,19,2013,9202
80-13-001127,WPNS LAW VIOLATION,NULL,HIPOINT                                                ,CF-380         ,     ,1/6/2013,2000 BLOCK GARLAND AVE                                      ,LOUISVILLE          ,KY,40210,BLACK,M,59,2013,9203
80-13-001257,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",SMITH & WESSON                                         ,               ,40C  ,1/6/2013,9600 BLOCK BLAIRWOOD RD                                     ,HURSTBOURNE         ,KY,40222,BLACK,M,18,2013,9204
80-13-001229,WPNS LAW VIOLATION,"PISTOL, REVOLVER                                       ",SMITH & WESSON                                         ,               ,32C  ,1/6/2013,CANE RUN RD / MELODY ACRES LN                               ,LOUISVILLE          ,KY,40216,BLACK,M,72,2013,9205
80-13-001185,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",RUGER                                                  ,               ,9MM  ,1/5/2013,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,NULL,NULL,NULL,2013,9206
80-13-001029,ROBBERY,"PISTOL, SEMI-AUTOMATIC                                 ",HIPOINT                                                ,               ,9MM  ,1/5/2013,8300 BLOCK PRESTON HWY                                      ,LOUISVILLE          ,KY,40219,BLACK,M,22,2013,9207
80-13-001029,ROBBERY,"PISTOL, SEMI-AUTOMATIC                                 ",HIPOINT                                                ,               ,9MM  ,1/5/2013,8300 BLOCK PRESTON HWY                                      ,LOUISVILLE          ,KY,40219,BLACK,M,22,2013,9208
80-13-001029,ROBBERY,"PISTOL, SEMI-AUTOMATIC                                 ",HIPOINT                                                ,               ,9MM  ,1/5/2013,8300 BLOCK PRESTON HWY                                      ,LOUISVILLE          ,KY,40219,BLACK,M,22,2013,9209
80-13-001029,ROBBERY,"PISTOL, SEMI-AUTOMATIC                                 ",HIPOINT                                                ,               ,9MM  ,1/5/2013,8300 BLOCK PRESTON HWY                                      ,LOUISVILLE          ,KY,40219,BLACK,M,22,2013,9210
80-13-004233,STOLEN PROPERTY,"PISTOL, SEMI-AUTOMATIC                                 ","TALON INDUSTRIES, INC                                  ",T100           ,380C ,1/17/2013,5100 BLOCK REED AVE                                         ,LOUISVILLE          ,KY,40214,BLACK,M,28,2013,9211
80-13-001189,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ",HECKLER & KOCH                                         ,               ,40C  ,1/5/2013,S 10TH ST / W MAGNOLIA AVE                                  ,LOUISVILLE          ,KY,40210,BLACK,M,22,2013,9212
80-13-001189,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ",HECKLER & KOCH                                         ,               ,40C  ,1/5/2013,S 10TH ST / W MAGNOLIA AVE                                  ,LOUISVILLE          ,KY,40210,BLACK,M,22,2013,9213
80-13-007397,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ",LORCIN ENGINEER                                        ,L-380          ,380C ,1/30/2013,5000 BLOCK SUNSET CT                                        ,LYNDON              ,KY,40222,WHITE,F,19,2013,9214
80-13-004233,STOLEN PROPERTY,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",MODEL 27 (40 SW,40C  ,1/17/2013,5100 BLOCK REED AVE                                         ,LOUISVILLE          ,KY,40214,BLACK,M,28,2013,9215
80-13-017727,WPNS LAW VIOLATION,NULL,JENNINGS FIREARMS                                      ,J-22           ,     ,3/13/2013,4900 BLOCK GARDEN GREEN WAY                                 ,LOUISVILLE          ,KY,40218,NULL,NULL,NULL,2013,9216
80-13-000752,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",COBRA ENTERPRISES INC                                  ,380,380C ,1/4/2013,3000 BLOCK FREYS HILL RD                                    ,LOUISVILLE          ,KY,40223,BLACK,M,18,2013,9217
80-13-017707,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",SMITH & WESSON                                         ,               ,9MM  ,3/13/2013,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,BLACK,M,17,2013,9218
80-13-000972,NARCOTICS,"RIFLE, SEMI-AUTOMATIC                                  ",INTERAMRS                                              ,ISA            ,556M ,1/4/2013,9500 BLOCK LAMBORNE BLVD                                    ,LOUISVILLE          ,KY,40272,HISPANIC,M,21,2013,9219
80-13-006871,BURGLARY,"RIFLE, PERCUSSION                                      ",THOMPSON CENTER ARMS CO.                               ,               ,50C  ,1/29/2013,7TH / NOBLE                                                 ,LOUISVILLE          ,KY,40210,BLACK,M,18,2013,9220
80-13-004233,STOLEN PROPERTY,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",MODEL 21/21C (4,45C  ,1/17/2013,5100 BLOCK REED AVE                                         ,LOUISVILLE          ,KY,40214,BLACK,M,28,2013,9221
80-13-023770,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ",SMITH & WESSON                                         ,SD40 VE        ,40C  ,4/6/2013,2900 BLOCK BRINKEY WAY                                      ,LOUISVILLE          ,KY,40218,HISPANIC,M,22,2013,9222
80-13-017707,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",SMITH & WESSON                                         ,               ,9MM  ,3/13/2013,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,BLACK,M,17,2013,9223
80-13-000972,NARCOTICS,"RIFLE, SEMI-AUTOMATIC                                  ",INTERAMRS                                              ,ISA            ,556M ,1/4/2013,9500 BLOCK LAMBORNE BLVD                                    ,LOUISVILLE          ,KY,40272,HISPANIC,M,21,2013,9224
80-13-006894,STOLEN PROPERTY,NULL,BERSA                                                  ,THUNDER 38     ,     ,1/29/2013,STRADER AVE / TAYLOR BLVD                                   ,LOUISVILLE          ,KY,40215,WHITE,M,29,2013,9225
80-13-004233,STOLEN PROPERTY,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",MODEL 21/21C (4,45C  ,1/17/2013,5100 BLOCK REED AVE                                         ,LOUISVILLE          ,KY,40214,BLACK,M,28,2013,9226
80-13-017483,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",TAURUS INTERNATIONAL                                   ,               ,9MM  ,3/12/2013,4000 BLOCK SUNSET AVE                                       ,LOUISVILLE          ,KY,40211,BLACK,M,17,2013,9227
80-13-000972,NARCOTICS,"RIFLE, SEMI-AUTOMATIC                                  ",                                                       ,               ,762M ,1/4/2013,9500 BLOCK LAMBORNE BLVD                                    ,LOUISVILLE          ,KY,40272,HISPANIC,M,21,2013,9228
80-13-009939,WPNS LAW VIOLATION,"RIFLE, SEMI-AUTOMATIC                                  ","ROCK RIVER ARMS, INC.                                  ",LAR MODELS     ,556M ,2/10/2013,600 BLOCK W. JEFFERSON                                      ,LOUISVILLE          ,KY,40202,BLACK,M,24,2013,9229
80-13-013425,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",BERETTA (INDUSTRIA S.A.)                               ,               ,9MM  ,2/23/2013,4600 BLOCK W MARKET ST                                      ,LOUISVILLE          ,KY,40212,BLACK,M,24,2013,9230
80-13-020997,DISORDERLY CONDUCT,"PISTOL, SEMI-AUTOMATIC                                 ",TAURUS INTERNATIONAL                                   ,MODEL PT745    ,45C  ,3/26/2013,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,WHITE,M,31,2013,9231
