INCIDENT_NUMBER,UCR_CATEGORY,TYPE_OF_FIREARM,FIREARM_MANUFACTURER,FIREARM_MODEL,FIREARM_CALIBER,RECOVERY_DATE,RECOVERY_BLOCK_ADDRESS,CITY,state,RECOVERY_ZIPCODE,PERSON_RECOVERED_FROM_RACE,PERSON_RECOVERED_FROM_SEX,PERSON_RECOVERED_FROM_AGE,year,ObjectId
80-11-074023,SUICIDE,NULL,NULL,NULL,NULL,NULL,NULL,WINDY_HILLS         ,KY,40207,NULL,NULL,NULL,2011,11489
80-11-074782,SUICIDE,NULL,NULL,NULL,NULL,NULL,NULL,LOUISVILLE          ,KY,40202,NULL,NULL,NULL,2011,11490
80-11-075504,SUICIDE,NULL,NULL,NULL,NULL,NULL,NULL,LOUISVILLE          ,KY,40299,NULL,NULL,NULL,2011,11491
80-11-076697,SUICIDE,NULL,NULL,NULL,NULL,NULL,NULL,LOUISVILLE          ,KY,40220,NULL,NULL,NULL,2011,11492
80-11-080821,SUICIDE,NULL,NULL,NULL,NULL,NULL,NULL,LOUISVILLE          ,KY,40216,NULL,NULL,NULL,2011,11493
80-11-080844,SUICIDE,NULL,NULL,NULL,NULL,NULL,NULL,LOUISVILLE          ,KY,40219,NULL,NULL,NULL,2011,11494
80-11-083709,SUICIDE,NULL,NULL,NULL,NULL,NULL,NULL,LOUISVILLE          ,KY,40214,NULL,NULL,NULL,2011,11495
80-11-084407,SUICIDE,NULL,NULL,NULL,NULL,NULL,NULL,LOUISVILLE          ,KY,40118,NULL,NULL,NULL,2011,11496
80-11-085950,HOMICIDE,NULL,NULL,NULL,NULL,NULL,NULL,LOUISVILLE          ,KY,40220,NULL,NULL,NULL,2011,11497
80-11-085950,HOMICIDE,NULL,NULL,NULL,NULL,NULL,NULL,LOUISVILLE          ,KY,40220,NULL,NULL,NULL,2011,11498
80-11-088086,HOMICIDE,NULL,NULL,NULL,NULL,NULL,NULL,LOUISVILLE          ,KY,40211,NULL,NULL,NULL,2011,11499
80-11-088086,HOMICIDE,NULL,NULL,NULL,NULL,NULL,NULL,LOUISVILLE          ,KY,40212,NULL,NULL,NULL,2011,11500
80-11-088462,SUICIDE,NULL,NULL,NULL,NULL,NULL,NULL,LOUISVILLE          ,KY,40214,NULL,NULL,NULL,2011,11501
80-11-090930,SUICIDE,NULL,NULL,NULL,NULL,NULL,NULL,LOUISVILLE          ,KY,40272,NULL,NULL,NULL,2011,11502
80-11-091917,HOMICIDE,NULL,NULL,NULL,NULL,NULL,NULL,LOUISVILLE          ,KY,40203,NULL,NULL,NULL,2011,11503
80-11-097259,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",INTRATEC                                               ,TEC DC9        ,9MM  ,11/30/2011,5400 BLOCK JESSAMINE LN                                     ,LOUISVILLE          ,KY,40258,WHITE,M,26,2011,11504
80-12-005829,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",SMITH & WESSON                                         ,               ,9MM  ,1/22/2012,W CRELL / DIXIE HWY                                         ,                    ,  ,0,WHITE,M,22,2012,11505
80-11-000263,HOMICIDE,NULL,NULL,NULL,NULL,NULL,NULL,LOUISVILLE          ,KY,40212,NULL,NULL,NULL,2011,11506
80-11-000670,SUICIDE,NULL,NULL,NULL,NULL,NULL,NULL,LOUISVILLE,KY,40258,NULL,NULL,NULL,2011,11507
80-11-001550,SUICIDE,NULL,NULL,NULL,NULL,NULL,NULL,LOUISVILLE,KY,40215,NULL,NULL,NULL,2011,11508
80-11-005829,SUICIDE,NULL,NULL,NULL,NULL,NULL,NULL,HURS                ,KY,40222,NULL,NULL,NULL,2011,11509
80-11-005851,HOMICIDE,NULL,NULL,NULL,NULL,NULL,NULL,LOUISVILLE          ,KY,40206,NULL,NULL,NULL,2011,11510
80-11-005851,HOMICIDE,NULL,NULL,NULL,NULL,NULL,NULL,LOUISVILLE,KY,40218,NULL,NULL,NULL,2011,11511
80-11-006045,SUICIDE,NULL,NULL,NULL,NULL,NULL,NULL,LOUISVILLE,KY,40211,NULL,NULL,NULL,2011,11512
80-11-007836,SUICIDE,NULL,NULL,NULL,NULL,NULL,NULL,LOUISVILLE          ,KY,40291,NULL,NULL,NULL,2011,11513
80-11-007836,SUICIDE,NULL,NULL,NULL,NULL,NULL,NULL,LOUISVILLE          ,KY,40291,NULL,NULL,NULL,2011,11514
80-11-008215,SUICIDE,NULL,NULL,NULL,NULL,NULL,NULL,LOUISVILLE,KY,40214,NULL,NULL,NULL,2011,11515
80-11-010943,SUICIDE,NULL,NULL,NULL,NULL,NULL,NULL,LOUISVILLE          ,KY,40219,NULL,NULL,NULL,2011,11516
80-11-012085,SODOMY FORCE,NULL,NULL,NULL,NULL,NULL,NULL,LOUISVILLE          ,KY,40220,NULL,NULL,15,2011,11517
80-11-013740,HOMICIDE,NULL,NULL,NULL,NULL,NULL,NULL,LOUISVILLE          ,KY,40212,NULL,NULL,NULL,2011,11518
80-11-013893,FORCIBLE FONDLING,NULL,NULL,NULL,NULL,NULL,NULL,LOUISVILLE,KY,40214,NULL,NULL,61,2011,11519
80-11-014181,SUICIDE,NULL,NULL,NULL,NULL,NULL,NULL,LOUISVILLE,KY,40218,NULL,NULL,NULL,2011,11520
80-12-005653,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",LORCIN ENGINEER                                        ,L-380          ,380C ,1/21/2012,1500 BLOCK LONGFIELD AVE                                    ,LOUISVILLE          ,KY,40215,BLACK,M,30,2012,11521
80-11-015290,SUICIDE,NULL,NULL,NULL,NULL,NULL,NULL,PRO                 ,KY,0,NULL,NULL,NULL,2011,11522
80-12-005790,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",KELTEC                                                 ,P-3AT          ,380C ,1/21/2012,2900 BLOCK 7TH STREET RD                                    ,SHIVELY             ,KY,0,WHITE,M,36,2012,11523
80-12-005660,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ",                                                       ,               ,45C  ,1/21/2012,2900 BLOCK S 6TH ST                                         ,LOUISVILLE          ,KY,40208,BLACK,M,20,2012,11524
80-12-005611,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",SPRINGFIELD ARM                                        ,               ,9MM  ,1/21/2012,7100 BLOCK GRADE LN                                         ,LOUISVILLE          ,KY,40213,WHITE,M,28,2012,11525
80-12-005615,ROBBERY,"PISTOL, SEMI-AUTOMATIC                                 ",SMITH & WESSON                                         ,               ,9MM  ,1/21/2012,E ST CATHERINE ST / SWAN ST                                 ,LOUISVILLE          ,KY,40204,BLACK,M,15,2012,11526
80-12-005336,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ",LORCIN ENGINEER                                        ,L9MM           ,9MM  ,1/20/2012,4100 BLOCK LA SALLE AVE                                     ,LOUISVILLE          ,KY,40215,HISPANIC,M,32,2012,11527
80-12-005336,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ",LORCIN ENGINEER                                        ,L9MM           ,9MM  ,1/20/2012,4100 BLOCK LA SALLE AVE                                     ,LOUISVILLE          ,KY,40215,HISPANIC,M,32,2012,11528
80-12-005318,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",MODEL 27 (40 SW,40C  ,1/20/2012,600 BLOCK DR MARTIN LUTHER KING PL                          ,LOUISVILLE          ,KY,40202,BLACK,M,31,2012,11529
80-12-005318,WPNS LAW VIOLATION,"PISTOL, REVOLVER                                       ",TAURUS INTERNAT                                        ,               ,     ,1/20/2012,600 BLOCK DR MARTIN LUTHER KING PL                          ,LOUISVILLE          ,KY,40202,BLACK,M,31,2012,11530
80-12-005217,INTIMIDATION,"PISTOL, SEMI-AUTOMATIC                                 ",STAR                                                   ,MODEL SUPER    ,9MM  ,1/19/2012,300 BLOCK S 41ST ST                                         ,LOUISVILLE          ,KY,40212,BLACK,M,42,2012,11531
80-12-005021,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",PARA ORDNANCE                                          ,OTHER          ,45C  ,1/19/2012,400 BLOCK MARRET AVE                                        ,LOUISVILLE          ,KY,40208,WHITE,M,43,2012,11532
80-12-005021,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",PARA ORDNANCE                                          ,OTHER          ,45C  ,1/19/2012,400 BLOCK MARRET AVE                                        ,LOUISVILLE          ,KY,40208,WHITE,M,43,2012,11533
80-12-005021,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",DAVIS INDUSTRIE                                        ,P-32           ,32C  ,1/19/2012,400 BLOCK MARRET AVE                                        ,LOUISVILLE          ,KY,40208,WHITE,M,43,2012,11534
80-12-005021,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",DAVIS INDUSTRIE                                        ,P-32           ,32C  ,1/19/2012,400 BLOCK MARRET AVE                                        ,LOUISVILLE          ,KY,40208,WHITE,M,43,2012,11535
80-11-097259,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",ARCADIA MACHINE                                        ,BACKUP         ,45C  ,11/30/2011,5400 BLOCK JESSAMINE LN                                     ,LOUISVILLE          ,KY,40258,WHITE,M,26,2011,11536
80-12-005253,NARCOTICS,"PISTOL, REVOLVER                                       ",SMITH & WESSON                                         ,               ,38C  ,1/19/2012,6600 BLOCK PRESTON HWY                                      ,LOUISVILLE          ,KY,40219,WHITE,M,23,2012,11537
80-12-005253,NARCOTICS,"PISTOL, REVOLVER                                       ",SMITH & WESSON                                         ,               ,38C  ,1/19/2012,6600 BLOCK PRESTON HWY                                      ,LOUISVILLE          ,KY,40219,WHITE,M,23,2012,11538
80-12-005189,VANDALISM,"PISTOL, SEMI-AUTOMATIC                                 ",BERETTA (P. OR                                         ,               ,9MM  ,1/19/2012,9800 BLOCK VIEUX CARRE DR                                   ,LOUISVILLE          ,KY,40223,WHITE,M,NULL,2012,11539
80-12-004877,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",JIMENEZ ARMS                                           ,JA 380         ,380C ,1/18/2012,4200 BLOCK BROOK FARM PL                                    ,LOUISVILLE          ,KY,40299,BLACK,M,32,2012,11540
80-12-001771,ROBBERY,"PISTOL, SEMI-AUTOMATIC                                 ",HIPOINT                                                ,HI-POINT       ,9MM  ,1/17/2012,1800 BLOCK W KENTUCKY ST                                    ,LOUISVILLE          ,KY,40210,BLACK,M,50,2012,11541
80-12-001771,ROBBERY,"PISTOL, SEMI-AUTOMATIC                                 ",HIPOINT                                                ,HI-POINT       ,9MM  ,1/17/2012,1800 BLOCK W KENTUCKY ST                                    ,LOUISVILLE          ,KY,40210,BLACK,M,50,2012,11542
80-12-001771,ROBBERY,"PISTOL, SEMI-AUTOMATIC                                 ",HIPOINT                                                ,HI-POINT       ,9MM  ,1/17/2012,1800 BLOCK W KENTUCKY ST                                    ,LOUISVILLE          ,KY,40210,BLACK,M,50,2012,11543
80-12-001771,ROBBERY,"PISTOL, SEMI-AUTOMATIC                                 ",HIPOINT                                                ,HI-POINT       ,9MM  ,1/17/2012,1800 BLOCK W KENTUCKY ST                                    ,LOUISVILLE          ,KY,40210,BLACK,M,50,2012,11544
80-12-001771,ROBBERY,"PISTOL, SEMI-AUTOMATIC                                 ",HIPOINT                                                ,HI-POINT       ,9MM  ,1/17/2012,1800 BLOCK W KENTUCKY ST                                    ,LOUISVILLE          ,KY,40210,BLACK,M,50,2012,11545
80-12-004698,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",HIPOINT                                                ,JH-45          ,45C  ,1/17/2012,E ST CATHERINE ST                                           ,LOUISVILLE          ,KY,40203,BLACK,M,18,2012,11546
80-12-004667,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",BRYCO ARMS                                             ,JENNINGS NINE  ,9MM  ,1/17/2012,S 26TH ST / HALE AVE                                        ,LOUISVILLE          ,KY,40210,BLACK,M,44,2012,11547
80-12-004356,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ",BERETTA (P. OR                                         ,               ,9MM  ,1/16/2012,2200 BLOCK HALE AVE                                         ,LOUISVILLE          ,KY,40210,WHITE,M,54,2012,11548
80-12-004356,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ",BERETTA (P. OR                                         ,               ,9MM  ,1/16/2012,2200 BLOCK HALE AVE                                         ,LOUISVILLE          ,KY,40210,WHITE,M,54,2012,11549
80-12-004368,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",RAVEN ARMS                                             ,MP-25          ,25C  ,1/16/2012,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,BLACK,M,30,2012,11550
80-12-004368,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",RAVEN ARMS                                             ,MP-25          ,25C  ,1/16/2012,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,BLACK,M,30,2012,11551
80-12-004368,WPNS LAW VIOLATION,"RIFLE, AUTOMATIC                                       ",NORINCO                                                ,               ,762M ,1/16/2012,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,BLACK,M,30,2012,11552
80-12-004368,WPNS LAW VIOLATION,"RIFLE, AUTOMATIC                                       ",NORINCO                                                ,               ,762M ,1/16/2012,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,BLACK,M,30,2012,11553
80-12-004168,WPNS LAW VIOLATION,"PISTOL, REVOLVER                                       ",INTERAMRS                                              ,               ,38C  ,1/15/2012,E BURNETT AVE / S SHELBY ST                                 ,LOUISVILLE          ,KY,40217,BLACK,M,37,2012,11554
80-12-004168,WPNS LAW VIOLATION,"PISTOL, REVOLVER                                       ",INTERAMRS                                              ,               ,38C  ,1/15/2012,E BURNETT AVE / S SHELBY ST                                 ,LOUISVILLE          ,KY,40217,BLACK,M,37,2012,11555
80-12-003956,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ",LLAMA (GABILOND                                        ,BUFFALO        ,9MM  ,1/14/2012,700 BLOCK GLENGARRY DR                                      ,LOUISVILLE          ,KY,40118,WHITE,M,21,2012,11556
80-12-003816,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ",                                                       ,               ,380C ,1/14/2012,700 BLOCK S 36TH ST                                         ,LOUISVILLE          ,KY,40211,BLACK,M,55,2012,11557
80-11-015553,SUICIDE,NULL,NULL,NULL,NULL,NULL,NULL,LOUISVILLE,KY,40220,NULL,NULL,NULL,2011,11558
80-11-017224,SUICIDE,NULL,NULL,NULL,NULL,NULL,NULL,LOUISVILLE          ,KY,40241,NULL,NULL,NULL,2011,11559
80-11-018573,SUICIDE,NULL,NULL,NULL,NULL,NULL,NULL,LOUISVILLE          ,KY,40272,NULL,NULL,NULL,2011,11560
80-11-022672,SUICIDE,NULL,NULL,NULL,NULL,NULL,NULL,LOUISVILLE,KY,40215,NULL,NULL,NULL,2011,11561
80-11-027618,SUICIDE,NULL,NULL,NULL,NULL,NULL,NULL,LOUISVILLE          ,KY,40205,NULL,NULL,NULL,2011,11562
80-11-033871,HOMICIDE,NULL,NULL,NULL,NULL,NULL,NULL,LOUISVILLE          ,KY,40219,NULL,NULL,NULL,2011,11563
80-11-097259,WPNS LAW VIOLATION,"PISTOL, DERRINGER                                      ",DAVIS INDUSTRIE                                        ,D SERIES       ,38C  ,11/30/2011,5400 BLOCK JESSAMINE LN                                     ,LOUISVILLE          ,KY,40258,WHITE,M,26,2011,11564
80-11-035192,SUICIDE,NULL,NULL,NULL,NULL,NULL,NULL,LOUISVILLE          ,KY,40208,NULL,NULL,NULL,2011,11565
80-11-097259,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",PHOENIX ARMS CO                                        ,HP MODELS      ,22C  ,11/30/2011,5400 BLOCK JESSAMINE LN                                     ,LOUISVILLE          ,KY,40258,WHITE,M,26,2011,11566
80-11-035432,DEATH INVESTIGATION,NULL,NULL,NULL,NULL,NULL,NULL,LOUISVILLE          ,KY,40218,NULL,NULL,NULL,2011,11567
80-11-097162,BURGLARY,"PISTOL, REVOLVER                                       ",ROSSI - AMADEO                                         ,               ,38C  ,11/30/2011,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,BLACK,M,34,2011,11568
80-11-035432,DEATH INVESTIGATION,NULL,NULL,NULL,NULL,NULL,NULL,LOUISVILLE          ,KY,40218,NULL,NULL,NULL,2011,11569
80-11-097303,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",SCCY                                                   ,CPX-2          ,9MM  ,11/30/2011,N 35TH ST / BANK ST                                         ,LOUISVILLE          ,KY,40212,WHITE,M,21,2011,11570
80-11-096994,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",SMITH & WESSON                                         ,SW9VE          ,9MM  ,11/29/2011,1600 BLOCK ARTHUR ST                                        ,LOUISVILLE          ,KY,40208,BLACK,M,27,2011,11571
80-11-096994,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",SIG-SAUER                                              ,P250           ,9MM  ,11/29/2011,1600 BLOCK ARTHUR ST                                        ,LOUISVILLE          ,KY,40208,BLACK,M,27,2011,11572
80-11-096914,ROBBERY,"PISTOL, SEMI-AUTOMATIC                                 ",                                                       ,               ,6666,11/29/2011,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,NULL,NULL,NULL,2011,11573
80-11-097023,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",SPRINGFIELD ARM                                        ,PISTOL: MODEL P,9MM  ,11/29/2011,I264E AT WESTPORT RD                                        ,LOUISVILLE          ,KY,0,WHITE,M,27,2011,11574
80-11-097026,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ",REMINGTON ARMS                                         ,WINGMASTER     ,20GA ,11/29/2011,I264E AT WESTPORT RD                                        ,LOUISVILLE          ,KY,0,WHITE,M,27,2011,11575
80-11-097026,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ",REMINGTON ARMS                                         ,WINGMASTER     ,20GA ,11/29/2011,I264E AT WESTPORT RD                                        ,LOUISVILLE          ,KY,0,WHITE,M,27,2011,11576
80-11-097026,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ",RAVEN ARMS                                             ,MP-25          ,25C  ,11/29/2011,I264E AT WESTPORT RD                                        ,LOUISVILLE          ,KY,0,WHITE,M,27,2011,11577
80-11-097026,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ",RAVEN ARMS                                             ,MP-25          ,25C  ,11/29/2011,I264E AT WESTPORT RD                                        ,LOUISVILLE          ,KY,0,WHITE,M,27,2011,11578
80-11-097026,NARCOTICS,"SHOTGUN, PUMP ACTION                                   ",MOSSBERG                                               ,               ,12GA ,11/29/2011,I264E AT WESTPORT RD                                        ,LOUISVILLE          ,KY,0,WHITE,M,27,2011,11579
80-11-097026,NARCOTICS,"SHOTGUN, PUMP ACTION                                   ",MOSSBERG                                               ,               ,12GA ,11/29/2011,I264E AT WESTPORT RD                                        ,LOUISVILLE          ,KY,0,WHITE,M,27,2011,11580
80-11-097026,NARCOTICS,"RIFLE, SINGLE-SHOT                                     ",MARLIN FIREARMS                                        ,MODEL 60 SERIES,22C  ,11/29/2011,I264E AT WESTPORT RD                                        ,LOUISVILLE          ,KY,0,WHITE,M,27,2011,11581
80-11-097026,NARCOTICS,"RIFLE, SINGLE-SHOT                                     ",MARLIN FIREARMS                                        ,MODEL 60 SERIES,22C  ,11/29/2011,I264E AT WESTPORT RD                                        ,LOUISVILLE          ,KY,0,WHITE,M,27,2011,11582
80-11-097026,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ",COLT                                                   ,               ,40C  ,11/29/2011,I264E AT WESTPORT RD                                        ,LOUISVILLE          ,KY,0,WHITE,M,27,2011,11583
80-11-097026,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ",COLT                                                   ,               ,40C  ,11/29/2011,I264E AT WESTPORT RD                                        ,LOUISVILLE          ,KY,0,WHITE,M,27,2011,11584
80-11-096725,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",HIPOINT                                                ,CF-380         ,380C ,11/29/2011,S 17TH ST / W LEE ST                                        ,LOUISVILLE          ,KY,40210,BLACK,M,31,2011,11585
80-11-096358,AGGRAVATED ASSAULT,"RIFLE, SEMI-AUTOMATIC                                  ",MOSSBERG                                               ,PLINKSTER      ,22C  ,11/28/2011,100 BLOCK CORAL AVE                                         ,LOUISVILLE          ,KY,40206,WHITE,M,20,2011,11586
80-11-096347,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ",PHOENIX ARMS CO                                        ,HP MODELS      ,25C  ,11/28/2011,1200 BLOCK DRESDEN AVE                                      ,LOUISVILLE          ,KY,40215,BLACK,M,17,2011,11587
80-11-096068,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",LORCIN ENGINEER                                        ,L9MM           ,9MM  ,11/27/2011,2200 BLOCK W KENTUCKY ST                                    ,LOUISVILLE          ,KY,40210,BLACK,M,16,2011,11588
80-11-096066,WPNS LAW VIOLATION,"SHOTGUN, SINGLE-SHOT                                   ",STEVENS/J. STEV                                        ,               ,12GA ,11/27/2011,3000 BLOCK MID DALE LN                                      ,LOUISVILLE          ,KY,40220,WHITE,M,51,2011,11589
80-11-096066,WPNS LAW VIOLATION,"SHOTGUN, SINGLE-SHOT                                   ",STEVENS/J. STEV                                        ,               ,12GA ,11/27/2011,3000 BLOCK MID DALE LN                                      ,LOUISVILLE          ,KY,40220,WHITE,M,51,2011,11590
80-11-095821,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ",SMITH & WESSON                                         ,               ,40C  ,11/26/2011,300 BLOCK W LEE ST                                          ,LOUISVILLE          ,KY,40208,BLACK,M,22,2011,11591
80-11-096033,WPNS LAW VIOLATION,"PISTOL, REVOLVER                                       ",INTERAMRS                                              ,               ,38C  ,11/26/2011,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,BLACK,M,26,2011,11592
80-11-095790,WPNS LAW VIOLATION,"PISTOL, REVOLVER                                       ",TITAN MFG. CORP                                        ,TITAN MANUFACTU,38C  ,11/26/2011,S 40TH ST / W MUHAMMAD ALI BLVD                             ,LOUISVILLE          ,KY,40212,BLACK,M,34,2011,11593
80-11-095694,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",TAURUS INTERNAT                                        ,MODEL PT-24/7  ,40C  ,11/25/2011,CHAMPIONS TRACE LN / HIKES LN                               ,WEST_BUECHEL        ,KY,40218,BLACK,M,22,2011,11594
80-11-027778,BURGLARY,"PISTOL, SEMI-AUTOMATIC                                 ",SPRINGFIELD ARM                                        ,V10-CHAMPION   ,45C  ,11/24/2011,1300 BLOCK MOORE CT                                         ,LOUISVILLE          ,KY,40210,BLACK,M,32,2011,11595
80-11-095365,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",SMITH & WESSON                                         ,               ,40C  ,11/24/2011,300 BLOCK S 42ND ST                                         ,LOUISVILLE          ,KY,40212,BLACK,M,20,2011,11596
80-11-015390,BURGLARY,"PISTOL, SEMI-AUTOMATIC                                 ",TAURUS INTERNAT                                        ,MODEL PT111    ,9MM  ,11/24/2011,4100 BLOCK WAHL STREET BLVD                                 ,LOUISVILLE          ,KY,40218,BLACK,M,34,2011,11597
80-11-015390,BURGLARY,"PISTOL, SEMI-AUTOMATIC                                 ",TAURUS INTERNAT                                        ,MODEL PT111    ,9MM  ,11/24/2011,4100 BLOCK WAHL STREET BLVD                                 ,LOUISVILLE          ,KY,40218,BLACK,M,34,2011,11598
80-11-035653,SUICIDE,NULL,NULL,NULL,NULL,NULL,NULL,LOUISVILLE          ,KY,40202,NULL,NULL,NULL,2011,11599
80-11-035668,SUICIDE,NULL,NULL,NULL,NULL,NULL,NULL,LOUISVILLE          ,KY,40206,NULL,NULL,NULL,2011,11600
80-11-069727,NARCOTICS,"PISTOL, REVOLVER                                       ",COLT                                                   ,PISTOL COBRA   ,38C  ,8/31/2011,3500 BLOCK CROSSLAND WAY                                    ,WATTERSON_PARK      ,KY,40218,BLACK,M,25,2011,11601
80-11-069551,ROBBERY,"PISTOL, SEMI-AUTOMATIC                                 ",JIMENEZ ARMS                                           ,               ,9MM  ,8/31/2011,4900 BLOCK WHEATLEY CT                                      ,LOUISVILLE          ,KY,40218,BLACK,M,NULL,2011,11602
80-11-069866,NARCOTICS,"RIFLE, SINGLE-SHOT                                     ",MARLIN FIREARMS                                        ,MODEL 917 SERIE,17C  ,8/31/2011,6000 BLOCK HURSTVIEW RD                                     ,LOUISVILLE          ,KY,40291,WHITE,M,37,2011,11603
80-11-069866,NARCOTICS,"RIFLE, SINGLE-SHOT                                     ",MARLIN FIREARMS                                        ,MODEL 917 SERIE,17C  ,8/31/2011,6000 BLOCK HURSTVIEW RD                                     ,LOUISVILLE          ,KY,40291,WHITE,M,37,2011,11604
80-11-069885,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",HIPOINT                                                ,CF-380         ,380C ,8/31/2011,S 25TH ST / CONGRESS ST                                     ,LOUISVILLE          ,KY,40212,BLACK,M,19,2011,11605
80-11-069885,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",HIPOINT                                                ,CF-380         ,380C ,8/31/2011,S 25TH ST / CONGRESS ST                                     ,LOUISVILLE          ,KY,40212,BLACK,M,19,2011,11606
80-11-069596,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",MODEL 20/20C  (,10MM ,8/30/2011,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,BLACK,M,23,2011,11607
80-11-069596,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",MODEL 20/20C  (,10MM ,8/30/2011,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,BLACK,M,23,2011,11608
80-11-069467,WPNS LAW VIOLATION,"SHOTGUN, PUMP ACTION                                   ",STEVENS/J. STEV                                        ,               ,     ,8/30/2011,AMY AVE / W MARKET ST                                       ,LOUISVILLE          ,KY,40212,BLACK,M,18,2011,11609
80-11-069200,STOLEN PROPERTY,"PISTOL, REVOLVER                                       ",TAURUS INTERNAT                                        ,               ,357C ,8/29/2011,1300 BLOCK DIXIE HWY                                        ,LOUISVILLE          ,KY,40210,ASIAN,M,44,2011,11610
80-11-069178,ROBBERY,"PISTOL, REVOLVER                                       ",RG INDUSTRIES                                          ,RG 14          ,22C  ,8/29/2011,S 29TH ST / GREENWOOD AVE                                   ,LOUISVILLE          ,KY,40211,BLACK,M,18,2011,11611
80-11-068853,INTIMIDATION,"PISTOL, REVOLVER                                       ",TAURUS INTERNAT                                        ,               ,32C  ,8/28/2011,7300 BLOCK ST ANDREWS CHURCH RD                             ,LOUISVILLE          ,KY,40214,WHITE,M,65,2011,11612
80-11-068853,INTIMIDATION,"PISTOL, REVOLVER                                       ",TAURUS INTERNAT                                        ,               ,32C  ,8/28/2011,7300 BLOCK ST ANDREWS CHURCH RD                             ,LOUISVILLE          ,KY,40214,WHITE,M,65,2011,11613
80-11-068607,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ",DAVIS INDUST                                           ,P-32           ,32C  ,8/27/2011,1200 BLOCK PAYNE ST                                         ,LOUISVILLE          ,KY,40204,WHITE,M,57,2011,11614
