rfr_id,INCIDENT_NUMBER,UCR_CATEGORY
817,80-13-039014,Stolen Property
818,80-12-081096,Stolen Property
819,80-12-028106,Narcotics
820,80-11-100586,Robbery
821,80-11-076434,Wpns Law Violation
822,80-13-012680,Narcotics
823,80-11-081433,Intimidation
824,80-12-052363,Robbery
825,80-12-052363,Robbery
826,80-12-052363,Robbery
827,80-12-052363,Robbery
828,80-12-052363,Robbery
829,80-13-005139,Narcotics
830,80-13-008021,Narcotics
831,80-13-005139,Narcotics
832,80-13-056290,Wpns Law Violation
833,80-13-075090,Intimidation
834,80-12-031067,Narcotics
835,80-11-086374,Wpns Law Violation
836,80-12-071357,Theft Other
837,80-12-071357,Theft Other
838,80-11-002557,Wpns Law Violation
839,80-12-001828,Stolen Property
840,80-11-004472,Wpns Law Violation
841,80-11-087403,Wpns Law Violation
842,80-11-092788,Wpns Law Violation
843,80-12-079465,Wpns Law Violation
844,80-12-025384,Robbery
845,80-13-062156,Wpns Law Violation
846,80-13-077375,Theft Mv Parts
847,80-12-025384,Robbery
848,80-13-043273,Aggravated Assault
849,80-11-087246,Aggravated Assault
850,80-13-077103,Wpns Law Violation
851,80-13-024848,Narcotics Equip
852,80-08-091695,Theft Fr Veh
853,80-11-006459,Robbery
854,80-08-091695,Theft Fr Veh
855,80-13-052721,Narcotics
856,80-08-091695,Theft Fr Veh
857,80-11-006459,Robbery
858,80-13-002382,Aggravated Assault
859,80-11-009159,Narcotics
860,80-12-097586,Wpns Law Violation
861,80-12-033703,Wpns Law Violation
862,80-11-004906,Wpns Law Violation
863,80-12-057698,Wpns Law Violation
864,80-12-102548,Wpns Law Violation
865,80-12-102548,Wpns Law Violation
866,80-12-050646,Burglary
867,80-11-002888,Aggravated Assault
868,80-12-083149,Wpns Law Violation
869,80-12-017140,Wpns Law Violation
870,80-12-017140,Wpns Law Violation
871,80-13-079026,Stolen Property
872,80-13-010519,Wpns Law Violation
873,80-13-030063,Wpns Law Violation
874,80-13-030063,Wpns Law Violation
875,80-12-034745,Wpns Law Violation
876,80-12-064258,Wpns Law Violation
877,80-12-095235,Narcotics
878,80-13-023402,Aggravated Assault
879,80-12-063947,Aggravated Assault
880,80-12-052363,Robbery
881,80-12-051531,Wpns Law Violation
882,80-12-037436,Wpns Law Violation
883,80-11-097259,Wpns Law Violation
884,80-12-072145,Wpns Law Violation
885,80-13-053780,Wpns Law Violation
886,80-13-053780,Wpns Law Violation
887,80-12-018889,Wpns Law Violation
888,80-13-064247,Narcotics
889,80-11-005586,Burglary
890,80-12-052094,Theft Other
891,80-12-052094,Theft Other
892,80-12-055129,Wpns Law Violation
893,80-13-049513,Wpns Law Violation
894,80-12-028217,Vandalism
895,80-12-046062,Narcotics
896,80-12-046062,Narcotics
897,80-12-032279,Aggravated Assault
898,80-12-032279,Aggravated Assault
899,80-12-081184,Burglary
900,80-12-031903,Aggravated Assault
901,80-12-031903,Aggravated Assault
902,80-12-031903,Aggravated Assault
903,80-12-094363,Wpns Law Violation
904,80-13-026055,All Other Offenses
905,80-12-080330,Wpns Law Violation
906,80-12-083890,Counterfeiting
907,80-12-078908,Narcotics
908,80-12-078908,Narcotics
909,80-12-040387,Aggravated Assault
910,80-13-058533,Kidnapping Only
911,80-11-096347,Aggravated Assault
912,80-11-009159,Narcotics
913,80-12-040024,Wpns Law Violation
914,80-12-040387,Aggravated Assault
915,80-12-063947,Aggravated Assault
916,80-11-009159,Narcotics
917,80-12-044709,Narcotics
918,80-12-052363,Robbery
919,80-11-096994,Wpns Law Violation
920,80-12-066570,Narcotics
921,80-13-032458,Wpns Law Violation
922,80-13-029298,Narcotics
923,80-12-052363,Robbery
924,80-11-089985,Wpns Law Violation
925,80-11-100602,Wpns Law Violation
926,80-12-018525,Wpns Law Violation
927,80-12-074428,Aggravated Assault
928,80-12-007903,Aggravated Assault
929,80-12-006029,Aggravated Assault
930,80-12-052363,Robbery
931,80-11-078342,Aggravated Assault
932,80-12-081184,Burglary
933,80-12-031903,Aggravated Assault
934,80-11-100602,Wpns Law Violation
935,80-12-098186,Wpns Law Violation
936,80-12-018361,Narcotics
937,80-11-078342,Aggravated Assault
938,80-12-102887,Wpns Law Violation
939,80-12-031903,Aggravated Assault
940,80-11-078342,Aggravated Assault
941,80-13-099453,Aggravated Assault
942,80-12-008669,Narcotics
943,80-13-025943,Wpns Law Violation
944,80-12-031903,Aggravated Assault
945,80-12-040953,Wpns Law Violation
946,80-14-001775,Wpns Law Violation
947,80-12-098679,Wpns Law Violation
948,80-13-011903,Wpns Law Violation
949,80-12-080722,Wpns Law Violation
950,80-12-040953,Wpns Law Violation
951,80-14-001512,Wpns Law Violation
952,80-12-058746,Narcotics
953,80-12-058746,Narcotics
954,80-12-099787,Robbery
955,80-12-099787,Robbery
956,80-13-062388,Aggravated Assault
957,80-12-091339,Wpns Law Violation
958,80-11-084301,Wpns Law Violation
959,80-11-068326,Theft Other
960,80-11-068068,Aggravated Assault
961,80-12-018042,Aggravated Assault
962,80-12-000664,Narcotics
963,80-13-038704,Narcotics
964,80-13-038704,Narcotics
965,80-10-074585,Theft Other
966,80-11-103276,Theft Fr Veh
967,80-13-005043,Wpns Law Violation
968,80-13-067435,Narcotics
969,80-12-000397,Aggravated Assault
970,80-12-000397,Aggravated Assault
971,80-12-037721,Aggravated Assault
972,80-12-063457,Wpns Law Violation
973,80-12-001556,Narcotics
974,80-12-001556,Narcotics
975,80-13-013256,Narcotics
976,80-13-032705,Narcotics
977,80-13-070077,Stolen Property
978,80-13-032705,Narcotics
979,80-13-068224,Wpns Law Violation
980,80-13-004233,Stolen Property
981,80-12-089444,Wpns Law Violation
982,80-11-087530,Accidental Shooting
983,80-12-098293,Counterfeiting
984,80-13-009880,Narcotics
985,80-13-036617,Narcotics
986,80-12-085744,Narcotics
987,80-13-020189,Robbery
988,80-13-020189,Robbery
989,80-13-084178,Wpns Law Violation
990,80-12-009571,Narcotics
991,80-12-009571,Narcotics
992,80-12-036747,Narcotics
993,80-13-005721,Wpns Law Violation
994,80-13-051041,Narcotics
995,80-14-021147,Wpns Law Violation
996,80-13-021431,Narcotics
997,80-14-021142,Aggravated Assault
998,80-12-033703,Wpns Law Violation
999,80-14-017021,Aggravated Assault
1000,80-12-012701,All Other Offenses
1001,80-13-021431,Narcotics
1002,80-13-061635,Stolen Property
1003,80-12-054753,Accidental Shooting
1004,80-14-021142,Aggravated Assault
1005,80-14-032784,Wpns Law Violation
1006,80-12-017638,Aggravated Assault
1007,80-12-014806,Auto Theft
1008,80-13-021431,Narcotics
1009,80-13-031054,Aggravated Assault
1010,80-14-021142,Aggravated Assault
1011,80-14-032784,Wpns Law Violation
1012,80-13-001127,Wpns Law Violation
1013,80-13-031054,Aggravated Assault
1014,80-14-035121,Stolen Property
1015,80-14-021142,Aggravated Assault
1016,80-12-017223,Robbery
1017,80-12-096801,Narcotics
1018,80-13-052721,Narcotics
1019,80-14-044667,Wpns Law Violation
1020,80-14-015090,Aggravated Assault
1021,80-12-061973,Narcotics Equip
1022,80-12-029459,Wpns Law Violation
1023,80-13-052721,Narcotics
1024,80-14-044667,Wpns Law Violation
1025,80-14-023262,Wpns Law Violation
1026,80-11-081620,Aggravated Assault
1027,80-12-066608,Narcotics
1028,80-12-066608,Narcotics
1029,80-12-016804,Aggravated Assault
1030,80-12-016804,Aggravated Assault
1031,80-12-046841,Narcotics
1032,80-12-046841,Narcotics
1033,80-13-009622,Narcotics
1034,80-12-057221,Intimidation
1035,80-12-057221,Intimidation
1036,80-13-034721,Aggravated Assault
1037,80-11-101205,Narcotics
1038,80-11-101205,Narcotics
1039,80-13-045472,Narcotics
1040,80-11-080823,Narcotics
1041,80-11-083829,Narcotics
1042,80-12-074428,Aggravated Assault
1043,80-12-098293,Counterfeiting
1044,80-11-083829,Narcotics
1045,80-12-075071,Wpns Law Violation
1046,80-12-081184,Burglary
1047,80-12-081184,Burglary
1048,80-12-081891,Burglary
1049,80-11-097332,Wpns Law Violation
1050,80-12-084490,Aggravated Assault
1051,80-11-088412,Aggravated Assault
1052,80-11-090840,Aggravated Assault
1053,80-11-100599,Aggravated Assault
1054,80-13-000972,Narcotics
1055,80-13-000972,Narcotics
1056,80-13-000972,Narcotics
1057,80-13-000972,Narcotics
1058,80-13-000972,Narcotics
1059,80-13-000972,Narcotics
1060,80-13-045211,Narcotics
1061,80-12-005653,Wpns Law Violation
1062,80-13-017997,Wpns Law Violation
1063,80-12-008669,Narcotics
1064,80-11-079649,Robbery
1065,80-12-097188,Wpns Law Violation
1066,80-14-003340,Robbery
1067,80-13-050027,Aggravated Assault
1068,80-13-051164,Accidental Shooting
1069,80-12-081184,Burglary
1070,80-12-005021,Wpns Law Violation
1071,80-14-008020,Narcotics
1072,80-13-078884,Wpns Law Violation
1073,80-13-033105,Burglary
1074,80-12-005021,Wpns Law Violation
1075,80-14-010545,Robbery
1076,80-13-082131,Wpns Law Violation
1077,80-12-053195,Wpns Law Violation
1078,80-12-020740,Aggravated Assault
1079,80-14-067464,Robbery
1080,80-13-083202,Wpns Law Violation
1081,80-11-098537,Wpns Law Violation
1082,80-12-016269,Wpns Law Violation
1083,80-14-067464,Robbery
1084,80-14-067464,Robbery
1085,80-14-047451,Injured Person Report
1086,80-14-047743,Wpns Law Violation
1087,80-14-047743,Wpns Law Violation
1088,80-14-053487,Wpns Law Violation
1089,80-14-054607,Wpns Law Violation
1090,80-14-054607,Wpns Law Violation
1091,80-14-058782,Aggravated Assault
1092,80-14-058782,Aggravated Assault
1093,80-14-058782,Aggravated Assault
1094,80-14-058782,Aggravated Assault
1095,80-14-058782,Aggravated Assault
1096,80-14-058782,Aggravated Assault
1097,80-12-102887,Wpns Law Violation
1098,80-12-069239,Narcotics
1099,80-12-069239,Narcotics
1100,80-12-069239,Narcotics
1101,80-12-069239,Narcotics
1102,80-13-062743,Aggravated Assault
1103,80-13-068267,Stolen Property
1104,80-13-089933,Stolen Property
1105,80-14-016152,Aggravated Assault
1106,80-14-016152,Aggravated Assault
1107,80-12-101214,Wpns Law Violation
1108,80-12-075988,Wpns Law Violation
1109,80-13-024482,Wpns Law Violation
1110,80-11-100808,Wpns Law Violation
1111,80-13-090404,Stolen Property
1112,80-13-012802,Narcotics
1113,80-12-008569,Wpns Law Violation
1114,80-13-085813,Narcotics
1115,80-13-036527,Aggravated Assault
1116,80-11-084277,Wpns Law Violation
1117,80-13-085813,Narcotics
1118,80-12-084556,Wpns Law Violation
1119,80-11-084277,Wpns Law Violation
1120,80-13-087911,Wpns Law Violation
1121,80-13-089790,Wpns Law Violation
1122,80-13-084655,Wpns Law Violation
1123,80-14-003686,Stolen Property
1124,80-12-017081,Robbery
1125,80-12-017223,Robbery
1126,80-12-036226,Narcotics
1127,80-13-004132,Narcotics
1128,80-12-036747,Narcotics
1129,80-13-051041,Narcotics
1130,80-12-024418,Wpns Law Violation
1131,80-13-069157,Aggravated Assault
1132,80-13-069157,Aggravated Assault
1133,80-13-072150,Aggravated Assault
1134,80-13-072150,Aggravated Assault
1135,80-13-085030,Aggravated Assault
1136,80-12-018361,Narcotics
1137,80-12-018361,Narcotics
1138,80-13-051041,Narcotics
1139,80-14-058425,Aggravated Assault
1140,80-14-084334,Wpns Law Violation
1141,80-14-084334,Wpns Law Violation
1142,80-14-092374,Injured Person Report
1143,80-14-096593,Narcotics
1144,80-14-015676,Theft Other
1145,80-15-011099,Stolen Property
1146,80-15-014235,Wpns Law Violation
1147,80-15-014510,Wpns Law Violation
1148,80-15-010278,Wpns Law Violation
1149,80-15-010311,Robbery
1150,80-15-021207,Stolen Property
1151,80-15-036647,Wpns Law Violation
1152,80-12-038429,Wpns Law Violation
1153,80-13-024466,Aggravated Assault
1154,80-13-024466,Aggravated Assault
1155,80-12-046841,Narcotics
1156,80-11-009239,Wpns Law Violation
1157,80-11-084277,Wpns Law Violation
1158,80-13-027361,Wpns Law Violation
1159,80-14-005960,Robbery
1160,80-11-102162,Narcotics
1161,80-14-005960,Robbery
1162,80-12-036182,Wpns Law Violation
1163,80-14-005960,Robbery
1164,80-11-105867,Aggravated Assault
1165,80-12-055074,Narcotics
1166,80-12-081968,Wpns Law Violation
1167,80-12-055074,Narcotics
1168,80-12-083737,Aggravated Assault
1169,80-12-055074,Narcotics
1170,80-12-002572,Wpns Law Violation
1171,80-13-036460,Wpns Law Violation
1172,80-12-063687,Aggravated Assault
1173,80-12-052974,Narcotics
1174,80-13-001120,Wpns Law Violation
1175,80-11-100968,Wpns Law Violation
1176,80-13-007397,Narcotics
1177,80-11-077000,Wpns Law Violation
1178,80-12-003956,Narcotics
1179,80-12-045536,Aggravated Assault
1180,80-13-029298,Narcotics
1181,80-11-083829,Narcotics
1182,80-11-083829,Narcotics
1183,80-11-084637,Burglary
1184,80-11-084637,Burglary
1185,80-13-029298,Narcotics
1186,80-13-032591,Robbery
1187,80-13-062121,Aggravated Assault
1188,80-13-016199,Wpns Law Violation
1189,80-13-016199,Wpns Law Violation
1190,80-12-052974,Narcotics
1191,80-12-052974,Narcotics
1192,80-12-052974,Narcotics
1193,80-12-022342,Wpns Law Violation
1194,80-12-080387,Wpns Law Violation
1195,80-12-027413,Aggravated Assault
1196,80-11-081146,Aggravated Assault
1197,80-12-094667,Wpns Law Violation
1198,80-12-097917,Wpns Law Violation
1199,80-12-040387,Aggravated Assault
1200,80-12-059478,Narcotics
1201,80-12-063441,All Other Offenses
1202,80-12-071112,Theft Other
1203,80-12-079109,Wpns Law Violation
1204,80-12-082056,Wpns Law Violation
1205,80-12-063040,Narcotics
1206,80-13-063150,Wpns Law Violation
1207,80-13-026832,Robbery
1208,80-15-038134,Wpns Law Violation
1209,80-15-040295,Wpns Law Violation
1210,80-15-043224,Narcotics
1211,80-15-040316,Wpns Law Violation
1212,80-15-040117,Wpns Law Violation
1213,80-15-042280,Narcotics
1214,80-15-044126,Aggravated Assault
1215,80-15-021890,Wpns Law Violation
1216,80-15-042280,Narcotics
1217,80-15-021890,Wpns Law Violation
1218,80-15-048313,Narcotics
1219,80-14-049477,Wpns Law Violation
1220,80-15-021890,Wpns Law Violation
1221,80-15-021888,Wpns Law Violation
1222,80-15-021888,Wpns Law Violation
1223,80-15-006127,Wpns Law Violation
1224,80-15-023224,Aggravated Assault
1225,80-15-024371,Wpns Law Violation
1226,80-15-024371,Wpns Law Violation
1227,80-15-027299,Family Offenses
1228,80-15-028413,Stolen Property
1229,80-14-006214,Wpns Law Violation
1230,80-14-031450,Aggravated Assault
1231,80-14-031450,Aggravated Assault
1232,80-14-032360,Stolen Property
1233,80-14-037191,Wpns Law Violation
1234,80-14-037191,Wpns Law Violation
1235,80-14-038808,Wpns Law Violation
1236,80-14-038808,Wpns Law Violation
1237,80-14-050183,Wpns Law Violation
1238,80-14-051352,Wpns Law Violation
1239,80-14-009671,Stolen Property
1240,80-14-010974,Wpns Law Violation
1241,80-14-069406,Wpns Law Violation
1242,80-14-068169,Burglary
1243,80-14-072392,All Other Offenses
1244,80-14-065244,Theft Other
1245,80-15-030505,Wpns Law Violation
1246,80-15-026806,Robbery
1247,80-15-035354,Wpns Law Violation
1248,80-15-035713,Narcotics
1249,80-15-035713,Narcotics
1250,80-15-035713,Narcotics
1251,80-15-049731,Wpns Law Violation
1252,80-15-050580,Wpns Law Violation
1253,80-15-050580,Wpns Law Violation
1254,80-15-050996,Stolen Property
1255,80-15-101963,Narcotics
1256,80-15-035046,Narcotics
1257,80-15-034119,Wpns Law Violation
1258,80-16-022080,Narcotics
1259,80-15-101963,Narcotics
1260,80-16-031344,Stolen Property
1261,80-15-055130,Intimidation
1262,80-16-032018,Wpns Law Violation
1263,80-15-054776,Narcotics
1264,80-16-106594,Wpns Law Violation
1265,80-16-106594,Wpns Law Violation
1266,80-16-043397,Aggravated Assault
1267,80-15-054776,Narcotics
1268,80-16-096774,Stolen Property
1269,80-16-106594,Wpns Law Violation
1270,80-16-043397,Aggravated Assault
1271,80-15-054776,Narcotics
1272,80-14-067830,Stolen Property
1273,80-16-106594,Wpns Law Violation
1274,80-16-055112,Stolen Property
1275,80-15-054776,Narcotics
1276,80-16-049755,Aggravated Assault
1277,80-16-106594,Wpns Law Violation
1278,80-16-106594,Wpns Law Violation
1279,80-15-074463,Narcotics
1280,80-16-071837,Wpns Law Violation
1281,80-16-057317,Stolen Property
1282,80-15-066506,Narcotics
1283,80-15-066506,Narcotics
1284,80-15-066506,Narcotics
1285,80-15-066506,Narcotics
1286,80-16-070110,Narcotics
1287,80-16-070110,Narcotics
1288,80-15-069976,Aggravated Assault
1289,80-15-069976,Aggravated Assault
1290,80-16-099443,Aggravated Assault
1291,80-16-022392,Stolen Property
1292,80-16-070110,Narcotics
1293,80-16-056688,Aggravated Assault
1294,80-16-070110,Narcotics
1295,80-15-034469,Wpns Law Violation
1296,80-16-104858,Wpns Law Violation
1297,80-15-020184,Wpns Law Violation
1298,80-15-025725,Wpns Law Violation
1299,80-16-055259,Robbery
1300,80-16-030442,Aggravated Assault
1301,80-15-003249,Stolen Property
1302,80-15-003249,Stolen Property
1303,80-16-016263,Fraud Impersonation
1304,80-14-001962,Wpns Law Violation
1305,80-16-030442,Aggravated Assault
1306,80-15-104795,Wpns Law Violation
1307,80-13-047039,Burglary
1308,80-13-047039,Burglary
1309,80-15-044377,Wpns Law Violation
1310,80-15-006840,Wpns Law Violation
1311,80-15-006840,Wpns Law Violation
1312,80-16-096774,Stolen Property
1313,80-15-068568,Wpns Law Violation
1314,80-16-105270,Narcotics
1315,80-16-054920,Wpns Law Violation
1316,80-12-008762,Robbery
1317,80-12-008762,Robbery
1318,80-16-030540,Wpns Law Violation
1319,80-14-077468,Narcotics
1320,80-14-077468,Narcotics
1321,80-14-077468,Narcotics
1322,80-15-101963,Narcotics
1323,80-16-050270,Wpns Law Violation
1324,80-16-090219,Wpns Law Violation
1325,80-16-050270,Wpns Law Violation
1326,80-16-049972,Accidental Shooting
1327,80-16-055288,Accidental Shooting
1328,80-14-086430,Wpns Law Violation
1329,80-15-032582,Wpns Law Violation
1330,80-16-060498,Aggravated Assault
1331,80-16-057409,Wpns Law Violation
1332,80-14-069118,Narcotics
1333,80-15-054709,Wpns Law Violation
1334,80-14-069118,Narcotics
1335,80-14-045134,Narcotics
1336,80-15-078740,Narcotics
1337,80-15-043246,Narcotics
1338,80-14-069118,Narcotics
1339,80-14-045134,Narcotics
1340,80-16-101135,Aggravated Assault
1341,80-16-101135,Aggravated Assault
1342,80-16-054920,Wpns Law Violation
1343,80-14-045134,Narcotics
1344,80-15-054501,Wpns Law Violation
1345,80-16-111257,Narcotics
1346,80-15-043246,Narcotics
1347,80-15-095396,Burglary
1348,80-14-045134,Narcotics
1349,80-16-006580,Narcotics
1350,80-16-005239,Wpns Law Violation
1351,80-15-044247,Narcotics
1352,80-15-095396,Burglary
1353,80-14-045134,Narcotics
1354,80-16-104190,Wpns Law Violation
1355,80-14-010909,Stolen Property
1356,80-16-043828,Stolen Property
1357,80-14-009331,Wpns Law Violation
1358,80-16-103832,Wpns Law Violation
1359,80-16-103832,Wpns Law Violation
1360,80-16-080272,Aggravated Assault
1361,80-16-080272,Aggravated Assault
1362,80-15-031823,Simple Assault
1363,80-16-103228,Aggravated Assault
1364,80-14-014888,Wpns Law Violation
1365,80-15-086508,Aggravated Assault
1366,80-15-086508,Aggravated Assault
1367,80-16-060498,Aggravated Assault
1368,80-16-058052,Theft Other
1369,80-16-073678,Accidental Shooting
1370,80-16-008391,Aggravated Assault
1371,80-16-068279,Wpns Law Violation
1372,80-16-022197,Aggravated Assault
1373,80-15-068970,Wpns Law Violation
1374,80-13-048130,Aggravated Assault
1375,80-16-030442,Aggravated Assault
1376,80-16-030442,Aggravated Assault
1377,80-06-108219,Burglary
1378,80-15-104185,Wpns Law Violation
1379,80-16-032790,Aggravated Assault
1380,80-16-032790,Aggravated Assault
1381,80-14-045134,Narcotics
1382,80-14-045134,Narcotics
1383,80-14-045134,Narcotics
1384,80-14-045134,Narcotics
1385,80-16-023338,Simple Assault
1386,80-15-060613,Simple Assault
1387,80-16-066721,Aggravated Assault
1388,80-14-055256,Wpns Law Violation
1389,80-14-009428,Aggravated Assault
1390,80-16-082004,Narcotics
1391,80-16-082004,Narcotics
1392,80-16-028572,Narcotics
1393,80-15-022456,Wpns Law Violation
1394,80-15-057961,Wpns Law Violation
1395,80-16-058830,Wpns Law Violation
1396,80-16-058830,Wpns Law Violation
1397,80-14-087410,Robbery
1398,80-14-045134,Narcotics
1399,80-14-045134,Narcotics
1400,80-16-110075,Simple Assault
1401,80-16-062840,Robbery
