dr_id,INCIDENT_NUMBER,LMPD_DIVISION
70345,80-16-088743,6TH DIVISION
70346,80-16-088752,6TH DIVISION
70347,80-16-088781,4TH DIVISION
70348,80-16-088790,6TH DIVISION
70349,80-16-088800,7TH DIVISION
70350,80-16-087441,5TH DIVISION
70351,80-16-087983,1ST DIVISION
70352,80-16-089227,7TH DIVISION
70353,80-16-089265,4TH DIVISION
70354,80-16-087172,6TH DIVISION
70355,80-16-087229,4TH DIVISION
70356,80-16-086920,3RD DIVISION
70357,80-16-088226,1ST DIVISION
70358,80-16-088226,1ST DIVISION
70359,80-16-089273,1ST DIVISION
70360,80-16-080379,3RD DIVISION
70361,80-16-085855,8TH DIVISION
70362,80-16-087990,1ST DIVISION
70363,80-16-087214,2ND DIVISION
70364,80-16-087214,2ND DIVISION
70365,80-16-089283,3RD DIVISION
70366,80-16-089275,1ST DIVISION
70367,80-16-089276,7TH DIVISION
70368,80-16-089187,8TH DIVISION
70369,80-16-089187,8TH DIVISION
70370,80-16-089297,6TH DIVISION
70371,80-16-088941,5TH DIVISION
70372,80-16-089056,1ST DIVISION
70373,80-16-089305,4TH DIVISION
70374,80-16-088384,2ND DIVISION
70375,80-16-086760,1ST DIVISION
70376,80-16-089316,4TH DIVISION
70377,80-16-088285,5TH DIVISION
70378,80-16-088974,1ST DIVISION
70379,80-16-089329,7TH DIVISION
70380,80-16-089321,3RD DIVISION
70381,80-16-089326,3RD DIVISION
70382,80-16-089294,2ND DIVISION
70383,80-16-089235,5TH DIVISION
70384,80-16-089337,7TH DIVISION
70385,80-16-089347,7TH DIVISION
70386,80-16-088160,7TH DIVISION
70387,80-16-089359,5TH DIVISION
70388,80-16-089365,7TH DIVISION
70389,80-16-089372,8TH DIVISION
70390,80-16-089398,8TH DIVISION
70391,80-16-089408,2ND DIVISION
70392,80-16-089401,3RD DIVISION
70393,80-16-089401,3RD DIVISION
70394,80-16-089409,3RD DIVISION
70395,80-16-089479,1ST DIVISION
70396,80-16-088317,1ST DIVISION
70397,80-16-086169,3RD DIVISION
70398,80-16-088750,1ST DIVISION
70399,80-16-089543,7TH DIVISION
70400,80-16-088809,3RD DIVISION
70401,80-16-089627,1ST DIVISION
70402,80-16-089876,3RD DIVISION
70403,80-16-089741,7TH DIVISION
70404,80-16-089878,6TH DIVISION
70405,80-16-089886,3RD DIVISION
70406,80-16-089888,4TH DIVISION
70407,80-16-083105,3RD DIVISION
70408,80-16-073095,8TH DIVISION
70409,80-16-083119,6TH DIVISION
70410,80-16-073150,5TH DIVISION
70411,80-16-088380,4TH DIVISION
70412,80-16-082506,3RD DIVISION
70413,80-16-082658,7TH DIVISION
70414,80-16-089699,4TH DIVISION
70415,80-16-072765,7TH DIVISION
70416,80-16-082352,3RD DIVISION
70417,80-16-089897,4TH DIVISION
70418,80-16-089898,6TH DIVISION
70419,80-16-088745,6TH DIVISION
70420,80-16-088615,8TH DIVISION
70421,80-16-089909,8TH DIVISION
70422,80-16-089922,2ND DIVISION
70423,80-16-087315,6TH DIVISION
70424,80-16-089156,4TH DIVISION
70425,80-16-089156,4TH DIVISION
70426,80-16-089928,6TH DIVISION
70427,80-16-088427,1ST DIVISION
70428,80-16-089912,6TH DIVISION
70429,80-16-088231,1ST DIVISION
70430,80-16-089937,8TH DIVISION
70431,80-16-089935,2ND DIVISION
70432,80-16-089402,1ST DIVISION
70433,80-16-087251,3RD DIVISION
70434,80-16-087251,3RD DIVISION
70435,80-16-089949,6TH DIVISION
70436,80-16-089598,8TH DIVISION
70437,80-16-089977,3RD DIVISION
70438,80-16-089975,1ST DIVISION
70439,80-16-089911,6TH DIVISION
70440,80-16-089971,4TH DIVISION
70441,80-16-089978,3RD DIVISION
70442,80-16-088318,1ST DIVISION
70443,80-16-088318,1ST DIVISION
70444,80-16-089976,1ST DIVISION
70445,80-16-089865,2ND DIVISION
70446,80-16-089865,2ND DIVISION
70447,80-16-078478,METRO LOUISVILLE
70448,80-16-089865,2ND DIVISION
70449,80-16-089090,1ST DIVISION
70450,80-16-089990,7TH DIVISION
70451,80-16-083034,2ND DIVISION
70452,80-16-081472,3RD DIVISION
70453,80-16-073141,4TH DIVISION
70454,80-16-073144,6TH DIVISION
70455,80-16-073153,2ND DIVISION
70456,80-16-073164,2ND DIVISION
70457,80-16-083074,7TH DIVISION
70458,80-16-083113,2ND DIVISION
70459,80-16-083127,7TH DIVISION
70460,80-16-083076,1ST DIVISION
70461,80-16-083135,6TH DIVISION
70462,80-16-083146,6TH DIVISION
70463,80-16-083144,6TH DIVISION
70464,80-16-083133,2ND DIVISION
70465,80-16-082781,1ST DIVISION
70466,80-16-083178,3RD DIVISION
70467,80-16-081293,2ND DIVISION
70468,80-16-073115,7TH DIVISION
70469,80-16-072889,3RD DIVISION
70470,80-16-072889,3RD DIVISION
70471,80-16-072889,3RD DIVISION
70472,80-16-073116,8TH DIVISION
70473,80-16-073114,8TH DIVISION
70474,80-16-073114,8TH DIVISION
70475,80-16-072646,7TH DIVISION
70476,80-16-073140,4TH DIVISION
70477,80-16-082515,1ST DIVISION
70478,80-16-082897,4TH DIVISION
70479,80-16-082708,1ST DIVISION
70480,80-16-082708,1ST DIVISION
70481,80-16-089302,4TH DIVISION
70482,80-16-087946,3RD DIVISION
70483,80-16-088806,6TH DIVISION
70484,80-16-089176,1ST DIVISION
70485,80-16-089264,1ST DIVISION
70486,80-16-088462,3RD DIVISION
70487,80-16-088462,3RD DIVISION
70488,80-16-088462,3RD DIVISION
70489,80-16-089330,6TH DIVISION
70490,80-16-088543,1ST DIVISION
70491,80-16-088605,1ST DIVISION
70492,80-16-087512,3RD DIVISION
70493,80-16-089318,5TH DIVISION
70494,80-16-083946,7TH DIVISION
70495,80-16-088780,3RD DIVISION
70496,80-16-088233,3RD DIVISION
70497,80-16-089025,3RD DIVISION
70498,80-16-089025,3RD DIVISION
70499,80-16-089025,3RD DIVISION
70500,80-16-082811,7TH DIVISION
70501,80-16-089526,4TH DIVISION
70502,80-16-089526,4TH DIVISION
70503,80-16-089494,7TH DIVISION
70504,80-16-087830,3RD DIVISION
70505,80-16-089644,8TH DIVISION
70506,80-16-072729,3RD DIVISION
70507,80-16-071407,2ND DIVISION
70508,80-16-072804,4TH DIVISION
70509,80-16-072770,2ND DIVISION
70510,80-16-074791,2ND DIVISION
70511,80-16-074930,4TH DIVISION
70512,80-16-075016,2ND DIVISION
70513,80-16-075399,8TH DIVISION
70514,80-16-075616,6TH DIVISION
70515,80-16-075642,METRO LOUISVILLE
70516,80-16-075441,8TH DIVISION
70517,80-16-052594,3RD DIVISION
70518,80-16-073258,3RD DIVISION
70519,80-16-073146,8TH DIVISION
70520,80-16-073270,6TH DIVISION
70521,80-16-083051,2ND DIVISION
70522,80-16-089492,4TH DIVISION
70523,80-16-089491,3RD DIVISION
70524,80-16-089539,2ND DIVISION
70525,80-16-089549,2ND DIVISION
70526,80-16-088517,7TH DIVISION
70527,80-16-088970,2ND DIVISION
70528,80-16-088657,2ND DIVISION
70529,80-16-088833,5TH DIVISION
70530,80-16-088316,8TH DIVISION
70531,80-16-088316,8TH DIVISION
70532,80-16-088629,5TH DIVISION
70533,80-16-087896,4TH DIVISION
70534,80-16-087882,3RD DIVISION
70535,80-16-088874,3RD DIVISION
70536,80-16-088162,3RD DIVISION
70537,80-16-088248,3RD DIVISION
70538,80-16-088248,3RD DIVISION
70539,80-16-089282,6TH DIVISION
70540,80-16-089279,7TH DIVISION
70541,80-16-087977,4TH DIVISION
70542,80-16-087977,4TH DIVISION
70543,80-16-089288,6TH DIVISION
70544,80-16-088695,3RD DIVISION
70545,80-16-088695,3RD DIVISION
70546,80-16-089281,6TH DIVISION
70547,80-16-089065,1ST DIVISION
70548,80-16-089027,2ND DIVISION
70549,80-16-089298,6TH DIVISION
70550,80-16-089289,4TH DIVISION
70551,80-16-083063,7TH DIVISION
70552,80-16-082802,4TH DIVISION
70553,80-16-082841,8TH DIVISION
70554,80-16-083097,8TH DIVISION
70555,80-16-073191,6TH DIVISION
70556,80-16-073175,4TH DIVISION
70557,80-16-072236,4TH DIVISION
70558,80-16-073200,7TH DIVISION
70559,80-16-073211,7TH DIVISION
70560,80-16-073213,7TH DIVISION
70561,80-16-073220,6TH DIVISION
70562,80-16-073242,2ND DIVISION
70563,80-16-073222,6TH DIVISION
70564,80-16-073234,4TH DIVISION
70565,80-16-073265,6TH DIVISION
70566,80-16-073344,3RD DIVISION
70567,80-16-073518,8TH DIVISION
70568,80-16-073528,7TH DIVISION
70569,80-16-073562,7TH DIVISION
70570,80-16-073812,3RD DIVISION
70571,80-16-073877,4TH DIVISION
70572,80-16-073994,2ND DIVISION
70573,80-16-074110,4TH DIVISION
70574,80-16-074385,3RD DIVISION
70575,80-16-074496,3RD DIVISION
70576,80-16-074495,7TH DIVISION
70577,80-16-074515,8TH DIVISION
70578,80-16-074627,4TH DIVISION
70579,80-16-074649,6TH DIVISION
70580,80-16-074697,2ND DIVISION
70581,80-16-074777,3RD DIVISION
70582,80-16-074783,2ND DIVISION
70583,80-16-075200,1ST DIVISION
70584,80-16-075209,7TH DIVISION
70585,80-16-075317,8TH DIVISION
70586,80-16-075393,6TH DIVISION
70587,80-16-075688,3RD DIVISION
70588,80-16-072349,5TH DIVISION
70589,80-16-072309,4TH DIVISION
70590,80-16-073305,2ND DIVISION
70591,80-16-083057,3RD DIVISION
70592,80-16-083014,6TH DIVISION
70593,80-16-083082,8TH DIVISION
70594,80-16-083072,3RD DIVISION
70595,80-16-083108,4TH DIVISION
70596,80-16-083121,4TH DIVISION
70597,80-16-083120,4TH DIVISION
70598,80-16-083131,7TH DIVISION
70599,80-16-083103,6TH DIVISION
70600,80-16-082814,4TH DIVISION
70601,80-16-050922,1ST DIVISION
70602,80-16-083151,5TH DIVISION
70603,80-16-083161,4TH DIVISION
70604,80-16-083175,3RD DIVISION
70605,80-16-082952,4TH DIVISION
70606,80-16-082952,4TH DIVISION
70607,80-16-083112,7TH DIVISION
70608,80-16-083184,8TH DIVISION
70609,80-16-083138,4TH DIVISION
70610,80-16-083197,8TH DIVISION
70611,80-16-083201,METRO LOUISVILLE
70612,80-16-083199,6TH DIVISION
70613,80-16-083209,3RD DIVISION
70614,80-16-083200,2ND DIVISION
70615,80-16-083142,3RD DIVISION
70616,80-16-082316,7TH DIVISION
70617,80-16-073686,1ST DIVISION
70618,80-16-073708,4TH DIVISION
70619,80-16-073654,6TH DIVISION
70620,80-16-073731,3RD DIVISION
70621,80-16-073745,8TH DIVISION
70622,80-16-072552,METRO LOUISVILLE
70623,80-16-072549,METRO LOUISVILLE
70624,80-16-073788,4TH DIVISION
70625,80-16-075769,3RD DIVISION
70626,80-16-082943,5TH DIVISION
70627,80-16-083598,8TH DIVISION
70628,80-16-083567,4TH DIVISION
70629,80-16-082475,1ST DIVISION
70630,80-16-083605,3RD DIVISION
70631,80-16-083206,7TH DIVISION
70632,80-16-082064,6TH DIVISION
70633,80-16-083068,6TH DIVISION
70634,80-16-083620,2ND DIVISION
70635,80-16-083623,3RD DIVISION
70636,80-16-083634,6TH DIVISION
70637,80-16-083566,6TH DIVISION
70638,80-16-083647,1ST DIVISION
70639,80-16-083624,1ST DIVISION
70640,80-16-083676,8TH DIVISION
70641,80-16-048789,6TH DIVISION
70642,80-16-048916,4TH DIVISION
70643,80-16-048790,6TH DIVISION
70644,80-16-048923,3RD DIVISION
70645,80-16-048190,3RD DIVISION
70646,80-16-048190,3RD DIVISION
70647,80-16-048877,3RD DIVISION
70648,80-16-048925,3RD DIVISION
70649,80-16-048162,1ST DIVISION
70650,80-16-048720,7TH DIVISION
70651,80-16-048903,4TH DIVISION
70652,80-16-048840,5TH DIVISION
70653,80-16-089671,8TH DIVISION
70654,80-16-089666,3RD DIVISION
70655,80-16-082890,4TH DIVISION
70656,80-16-082914,6TH DIVISION
70657,80-16-081437,7TH DIVISION
70658,80-16-082924,4TH DIVISION
70659,80-16-082435,5TH DIVISION
70660,80-16-082837,4TH DIVISION
70661,80-16-082701,3RD DIVISION
70662,80-16-082940,5TH DIVISION
70663,80-16-082923,2ND DIVISION
70664,80-16-082948,6TH DIVISION
70665,80-16-082904,4TH DIVISION
70666,80-16-081639,5TH DIVISION
70667,80-16-081639,5TH DIVISION
70668,80-16-082955,2ND DIVISION
70669,80-16-083126,6TH DIVISION
70670,80-16-082002,1ST DIVISION
70671,80-16-083192,7TH DIVISION
70672,80-16-081520,4TH DIVISION
70673,80-16-082980,1ST DIVISION
70674,80-16-080561,1ST DIVISION
70675,80-16-080561,1ST DIVISION
70676,80-16-082968,2ND DIVISION
70677,80-16-082459,3RD DIVISION
70678,80-16-083228,4TH DIVISION
70679,80-16-082901,2ND DIVISION
70680,80-16-083241,6TH DIVISION
70681,80-16-073316,1ST DIVISION
70682,80-16-073309,5TH DIVISION
70683,80-16-073324,8TH DIVISION
70684,80-16-073261,3RD DIVISION
70685,80-16-073323,6TH DIVISION
70686,80-16-073323,6TH DIVISION
70687,80-16-073338,METRO LOUISVILLE
70688,80-16-073339,3RD DIVISION
70689,80-16-073252,6TH DIVISION
70690,80-16-073217,4TH DIVISION
70691,80-16-073346,7TH DIVISION
70692,80-16-073354,6TH DIVISION
70693,80-16-073356,8TH DIVISION
70694,80-16-073375,8TH DIVISION
70695,80-16-071927,1ST DIVISION
70696,80-16-082955,2ND DIVISION
70697,80-16-081639,5TH DIVISION
70698,80-16-081997,4TH DIVISION
70699,80-16-080246,8TH DIVISION
70700,80-16-080246,8TH DIVISION
70701,80-16-080246,8TH DIVISION
70702,80-16-082506,3RD DIVISION
70703,80-16-081586,1ST DIVISION
70704,80-16-080791,6TH DIVISION
70705,80-16-080791,6TH DIVISION
70706,80-16-082965,6TH DIVISION
70707,80-16-082982,4TH DIVISION
70708,80-16-082986,1ST DIVISION
70709,80-16-082993,1ST DIVISION
70710,80-16-082954,4TH DIVISION
70711,80-16-083017,3RD DIVISION
70712,80-16-089672,3RD DIVISION
70713,80-16-089507,4TH DIVISION
70714,80-16-089507,4TH DIVISION
70715,80-16-089673,2ND DIVISION
70716,80-16-089388,4TH DIVISION
70717,80-16-088339,2ND DIVISION
70718,80-16-089311,2ND DIVISION
70719,80-16-089070,5TH DIVISION
70720,80-16-089070,5TH DIVISION
70721,80-16-089641,METRO LOUISVILLE
70722,80-16-089154,3RD DIVISION
70723,80-16-089632,5TH DIVISION
70724,80-16-089690,4TH DIVISION
70725,80-16-089206,7TH DIVISION
70726,80-16-089537,4TH DIVISION
70727,80-16-081222,5TH DIVISION
70728,80-16-089633,5TH DIVISION
70729,80-16-089528,3RD DIVISION
70730,80-16-089709,5TH DIVISION
70731,80-16-088735,7TH DIVISION
70732,80-16-088869,6TH DIVISION
70733,80-16-089370,4TH DIVISION
70734,80-16-089649,6TH DIVISION
70735,80-16-089718,3RD DIVISION
70736,80-16-089649,6TH DIVISION
70737,80-16-089217,4TH DIVISION
70738,80-16-089774,3RD DIVISION
70739,80-16-089785,8TH DIVISION
70740,80-16-089794,4TH DIVISION
70741,80-16-089803,METRO LOUISVILLE
70742,80-16-089800,8TH DIVISION
70743,80-16-089811,5TH DIVISION
70744,80-16-089822,1ST DIVISION
70745,80-16-089818,2ND DIVISION
70746,80-16-089823,7TH DIVISION
70747,80-16-089845,2ND DIVISION
70748,80-16-089196,1ST DIVISION
70749,80-16-089859,1ST DIVISION
70750,80-16-088809,3RD DIVISION
70751,80-16-082908,1ST DIVISION
70752,80-16-082516,4TH DIVISION
70753,80-16-068748,6TH DIVISION
70754,80-16-073208,4TH DIVISION
70755,80-16-073263,1ST DIVISION
70756,80-16-073256,2ND DIVISION
70757,80-16-073248,3RD DIVISION
70758,80-16-073253,3RD DIVISION
70759,80-16-073303,4TH DIVISION
70760,80-16-073321,5TH DIVISION
70761,80-16-073390,3RD DIVISION
70762,80-16-073147,6TH DIVISION
70763,80-16-069107,2ND DIVISION
70764,80-16-069110,2ND DIVISION
70765,80-16-073399,4TH DIVISION
70766,80-16-073409,4TH DIVISION
70767,80-16-073475,6TH DIVISION
70768,80-16-073490,4TH DIVISION
70769,80-16-073317,4TH DIVISION
70770,80-16-073550,5TH DIVISION
70771,80-16-073241,2ND DIVISION
70772,80-16-073241,2ND DIVISION
70773,80-16-073567,4TH DIVISION
70774,80-16-073542,3RD DIVISION
70775,80-16-073590,4TH DIVISION
70776,80-16-073591,4TH DIVISION
70777,80-16-073596,4TH DIVISION
70778,80-16-073551,4TH DIVISION
70779,80-16-073607,5TH DIVISION
70780,80-16-073608,7TH DIVISION
70781,80-16-073615,8TH DIVISION
70782,80-16-073407,1ST DIVISION
70783,80-16-073626,7TH DIVISION
70784,80-16-073625,4TH DIVISION
70785,80-16-073465,2ND DIVISION
70786,80-16-073685,5TH DIVISION
70787,80-16-073310,3RD DIVISION
70788,80-16-073331,4TH DIVISION
70789,80-16-073322,1ST DIVISION
70790,80-16-073328,5TH DIVISION
70791,80-16-073342,6TH DIVISION
70792,80-16-073207,3RD DIVISION
70793,80-16-073381,1ST DIVISION
70794,80-16-073393,4TH DIVISION
70795,80-16-073357,3RD DIVISION
70796,80-16-073411,6TH DIVISION
70797,80-16-079700,4TH DIVISION
70798,80-16-083140,7TH DIVISION
70799,80-16-083087,7TH DIVISION
70800,80-16-048407,4TH DIVISION
70801,80-16-048954,8TH DIVISION
70802,80-16-048707,3RD DIVISION
70803,80-16-048966,7TH DIVISION
70804,80-16-048967,8TH DIVISION
70805,80-16-048955,5TH DIVISION
70806,80-16-036107,4TH DIVISION
70807,80-16-047295,1ST DIVISION
70808,80-16-048976,8TH DIVISION
70809,80-16-048780,2ND DIVISION
70810,80-16-048340,3RD DIVISION
70811,80-16-048975,8TH DIVISION
70812,80-16-049046,6TH DIVISION
70813,80-16-046070,3RD DIVISION
70814,80-16-036284,6TH DIVISION
70815,80-16-036387,1ST DIVISION
70816,80-16-036587,8TH DIVISION
70817,80-16-049107,5TH DIVISION
70818,80-16-036993,8TH DIVISION
70819,80-16-036451,1ST DIVISION
70820,80-16-036666,7TH DIVISION
70821,80-16-037064,3RD DIVISION
70822,80-16-034509,2ND DIVISION
70823,80-16-036994,7TH DIVISION
70824,80-16-036587,8TH DIVISION
70825,80-16-036987,METRO LOUISVILLE
70826,80-16-035386,8TH DIVISION
70827,80-16-036561,1ST DIVISION
70828,80-16-035967,6TH DIVISION
70829,80-16-036702,2ND DIVISION
70830,80-16-048921,1ST DIVISION
70831,80-16-048410,5TH DIVISION
70832,80-16-047295,1ST DIVISION
70833,80-16-047295,1ST DIVISION
70834,80-16-047295,1ST DIVISION
70835,80-16-048780,2ND DIVISION
70836,80-16-048979,6TH DIVISION
70837,80-16-048962,8TH DIVISION
70838,80-16-047295,1ST DIVISION
70839,80-16-048780,2ND DIVISION
70840,80-16-048234,3RD DIVISION
70841,80-16-048409,2ND DIVISION
70842,80-16-040376,6TH DIVISION
70843,80-16-048978,1ST DIVISION
70844,80-16-048109,1ST DIVISION
70845,80-16-048172,4TH DIVISION
70846,80-16-048986,METRO LOUISVILLE
70847,80-16-046647,2ND DIVISION
70848,80-16-049010,4TH DIVISION
70849,80-16-049019,3RD DIVISION
70850,80-16-046911,2ND DIVISION
70851,80-16-049035,3RD DIVISION
70852,80-16-049033,3RD DIVISION
70853,80-16-049022,METRO LOUISVILLE
70854,80-16-049032,3RD DIVISION
70855,80-16-049045,7TH DIVISION
70856,80-16-048372,4TH DIVISION
70857,80-16-036629,6TH DIVISION
70858,80-16-037092,1ST DIVISION
70859,80-16-035962,7TH DIVISION
70860,80-16-036955,5TH DIVISION
70861,80-16-036357,8TH DIVISION
70862,80-16-036600,1ST DIVISION
70863,80-16-036996,4TH DIVISION
70864,80-16-036953,6TH DIVISION
70865,80-16-036149,2ND DIVISION
70866,80-16-036966,6TH DIVISION
70867,80-16-036966,6TH DIVISION
70868,80-16-027871,1ST DIVISION
70869,80-16-036977,1ST DIVISION
70870,80-16-036683,7TH DIVISION
70871,80-16-036315,7TH DIVISION
70872,80-16-036878,7TH DIVISION
70873,80-16-036980,2ND DIVISION
70874,80-16-036995,7TH DIVISION
70875,80-16-036988,1ST DIVISION
70876,80-16-036991,3RD DIVISION
70877,80-16-032626,2ND DIVISION
70878,80-16-036646,4TH DIVISION
70879,80-16-037000,7TH DIVISION
70880,80-16-036130,5TH DIVISION
70881,80-16-037002,3RD DIVISION
70882,80-16-036946,3RD DIVISION
70883,80-16-037006,4TH DIVISION
70884,80-16-037012,6TH DIVISION
70885,80-16-036947,3RD DIVISION
70886,80-16-048949,1ST DIVISION
70887,80-16-048959,2ND DIVISION
70888,80-16-048845,2ND DIVISION
70889,80-16-048971,1ST DIVISION
70890,80-16-048980,8TH DIVISION
70891,80-16-048982,3RD DIVISION
70892,80-16-048970,8TH DIVISION
70893,80-16-048688,8TH DIVISION
70894,80-16-047905,2ND DIVISION
70895,80-16-032511,2ND DIVISION
70896,80-16-037297,4TH DIVISION
70897,80-16-036289,1ST DIVISION
70898,80-16-037285,2ND DIVISION
70899,80-16-036565,5TH DIVISION
70900,80-16-037304,3RD DIVISION
70901,80-16-048216,1ST DIVISION
70902,80-16-048995,4TH DIVISION
70903,80-16-048998,3RD DIVISION
70904,80-16-048882,5TH DIVISION
70905,80-16-048250,3RD DIVISION
70906,80-16-048348,7TH DIVISION
70907,80-16-037101,6TH DIVISION
70908,80-16-036649,6TH DIVISION
70909,80-16-036612,2ND DIVISION
70910,80-16-037156,5TH DIVISION
70911,80-16-037178,7TH DIVISION
70912,80-16-037186,5TH DIVISION
70913,80-16-037102,6TH DIVISION
70914,80-16-037199,8TH DIVISION
70915,80-16-037091,8TH DIVISION
70916,80-16-037210,4TH DIVISION
70917,80-16-037200,7TH DIVISION
70918,80-16-037166,1ST DIVISION
70919,80-16-037219,2ND DIVISION
70920,80-16-049060,7TH DIVISION
70921,80-16-037113,3RD DIVISION
70922,80-16-036848,2ND DIVISION
70923,80-16-037217,2ND DIVISION
70924,80-16-036876,4TH DIVISION
70925,80-16-036643,2ND DIVISION
70926,80-16-037135,4TH DIVISION
70927,80-16-035978,4TH DIVISION
70928,80-16-037027,8TH DIVISION
70929,80-16-036624,1ST DIVISION
70930,80-16-036634,4TH DIVISION
70931,80-16-035850,6TH DIVISION
70932,80-16-036320,2ND DIVISION
70933,80-16-035734,5TH DIVISION
70934,80-16-037294,2ND DIVISION
70935,80-16-032511,2ND DIVISION
70936,80-16-036776,4TH DIVISION
70937,80-16-036870,1ST DIVISION
70938,80-16-036897,2ND DIVISION
70939,80-16-036815,3RD DIVISION
70940,80-16-036869,3RD DIVISION
70941,80-16-033641,6TH DIVISION
70942,80-16-036888,7TH DIVISION
70943,80-16-036926,4TH DIVISION
70944,80-16-036933,2ND DIVISION
70945,80-16-036936,5TH DIVISION
70946,80-16-036728,5TH DIVISION
70947,80-16-036507,2ND DIVISION
70948,80-16-036738,2ND DIVISION
70949,80-16-036202,4TH DIVISION
70950,80-16-035806,4TH DIVISION
70951,80-16-035806,4TH DIVISION
70952,80-16-036730,4TH DIVISION
70953,80-16-036722,1ST DIVISION
70954,80-16-036965,4TH DIVISION
70955,80-16-036108,4TH DIVISION
70956,80-16-036020,2ND DIVISION
70957,80-16-049067,1ST DIVISION
70958,80-16-036020,2ND DIVISION
70959,80-16-036626,3RD DIVISION
70960,80-16-036967,8TH DIVISION
70961,80-16-036972,3RD DIVISION
70962,80-16-027871,1ST DIVISION
70963,80-16-036739,2ND DIVISION
70964,80-16-036539,3RD DIVISION
70965,80-16-036978,1ST DIVISION
70966,80-16-036366,3RD DIVISION
70967,80-16-036366,3RD DIVISION
70968,80-16-036345,3RD DIVISION
70969,80-16-045423,2ND DIVISION
70970,80-16-048885,7TH DIVISION
70971,80-16-048353,6TH DIVISION
70972,80-16-048887,5TH DIVISION
70973,80-16-048884,4TH DIVISION
70974,80-16-047045,5TH DIVISION
70975,80-16-048257,6TH DIVISION
70976,80-16-047723,4TH DIVISION
70977,80-16-047470,2ND DIVISION
70978,80-16-048490,1ST DIVISION
70979,80-16-046155,1ST DIVISION
70980,80-16-048908,5TH DIVISION
70981,80-16-048910,8TH DIVISION
70982,80-16-047380,7TH DIVISION
70983,80-16-048876,1ST DIVISION
70984,80-16-048917,4TH DIVISION
70985,80-16-047338,1ST DIVISION
70986,80-16-048807,3RD DIVISION
70987,80-16-048927,6TH DIVISION
70988,80-16-048931,1ST DIVISION
70989,80-16-047256,2ND DIVISION
70990,80-16-048463,4TH DIVISION
70991,80-16-047329,2ND DIVISION
70992,80-16-047329,2ND DIVISION
70993,80-16-048950,2ND DIVISION
70994,80-16-048296,3RD DIVISION
70995,80-16-048960,3RD DIVISION
70996,80-16-048701,4TH DIVISION
70997,80-16-048614,6TH DIVISION
70998,80-16-048845,2ND DIVISION
70999,80-16-048303,3RD DIVISION
71000,80-16-048968,3RD DIVISION
71001,80-16-047856,2ND DIVISION
71002,80-16-046849,1ST DIVISION
71003,80-16-048169,4TH DIVISION
71004,80-16-048996,6TH DIVISION
71005,80-16-036953,6TH DIVISION
71006,80-16-037072,1ST DIVISION
71007,80-16-036223,1ST DIVISION
71008,80-16-036353,1ST DIVISION
71009,80-16-037107,METRO LOUISVILLE
71010,80-16-036648,6TH DIVISION
71011,80-16-036647,6TH DIVISION
71012,80-16-036788,6TH DIVISION
71013,80-16-036828,4TH DIVISION
71014,80-16-037099,1ST DIVISION
71015,80-16-037106,1ST DIVISION
71016,80-16-036852,3RD DIVISION
71017,80-16-036572,3RD DIVISION
71018,80-16-036809,3RD DIVISION
71019,80-16-049020,8TH DIVISION
71020,80-16-037182,6TH DIVISION
71021,80-16-037182,6TH DIVISION
71022,80-16-037136,2ND DIVISION
71023,80-16-037192,3RD DIVISION
71024,80-16-037205,4TH DIVISION
71025,80-16-037143,3RD DIVISION
71026,80-16-037213,6TH DIVISION
71027,80-16-037221,3RD DIVISION
71028,80-16-037245,3RD DIVISION
71029,80-16-037234,2ND DIVISION
71030,80-16-037241,2ND DIVISION
71031,80-16-031351,3RD DIVISION
71032,80-16-037252,6TH DIVISION
71033,80-16-037263,3RD DIVISION
71034,80-16-037191,4TH DIVISION
71035,80-16-036131,2ND DIVISION
71036,80-16-036131,2ND DIVISION
71037,80-16-036619,6TH DIVISION
71038,80-16-036619,6TH DIVISION
71039,80-16-036401,5TH DIVISION
71040,80-16-036590,7TH DIVISION
71041,80-16-036590,7TH DIVISION
71042,80-16-037280,7TH DIVISION
71043,80-16-037292,7TH DIVISION
71044,80-16-037291,4TH DIVISION
71045,80-16-037293,2ND DIVISION
71046,80-16-035537,4TH DIVISION
71047,80-16-033755,1ST DIVISION
71048,80-16-035536,2ND DIVISION
71049,80-16-037308,8TH DIVISION
71050,80-16-037307,5TH DIVISION
71051,80-16-034386,7TH DIVISION
71052,80-16-036293,6TH DIVISION
71053,80-16-048179,3RD DIVISION
71054,80-16-047569,7TH DIVISION
71055,80-16-047905,2ND DIVISION
71056,80-16-035985,2ND DIVISION
71057,80-16-049078,3RD DIVISION
71058,80-16-035995,1ST DIVISION
71059,80-16-035995,1ST DIVISION
71060,80-16-036022,5TH DIVISION
71061,80-16-037060,3RD DIVISION
71062,80-16-036312,6TH DIVISION
71063,80-16-036796,3RD DIVISION
71064,80-16-035039,1ST DIVISION
71065,80-16-037067,METRO LOUISVILLE
71066,80-16-036984,5TH DIVISION
71067,80-16-036350,2ND DIVISION
71068,80-16-035017,7TH DIVISION
71069,80-16-035993,1ST DIVISION
71070,80-16-036094,4TH DIVISION
71071,80-16-035395,6TH DIVISION
71072,80-16-037058,7TH DIVISION
71073,80-16-035395,6TH DIVISION
71074,80-16-037114,7TH DIVISION
71075,80-16-037092,1ST DIVISION
71076,80-16-037151,8TH DIVISION
71077,80-16-037154,5TH DIVISION
