dr_id,INCIDENT_NUMBER,LMPD_DIVISION
18486,80-16-035308,1ST DIVISION
18487,80-16-039635,6TH DIVISION
18488,80-16-039779,7TH DIVISION
18489,80-16-019783,6TH DIVISION
18490,80-16-019783,6TH DIVISION
18491,80-16-018514,2ND DIVISION
18492,80-16-019640,2ND DIVISION
18493,80-16-019297,4TH DIVISION
18494,80-16-019509,6TH DIVISION
18495,80-16-019544,4TH DIVISION
18496,80-16-019844,4TH DIVISION
18497,80-16-019859,6TH DIVISION
18498,80-16-019874,3RD DIVISION
18499,80-16-019467,METRO LOUISVILLE
18500,80-16-019838,5TH DIVISION
18501,80-16-019902,1ST DIVISION
18502,80-16-019934,5TH DIVISION
18503,80-16-019894,4TH DIVISION
18504,80-16-019943,2ND DIVISION
18505,80-16-017238,2ND DIVISION
18506,80-16-019846,1ST DIVISION
18507,80-16-019968,5TH DIVISION
18508,80-16-019912,3RD DIVISION
18509,80-16-030768,3RD DIVISION
18510,80-16-019654,4TH DIVISION
18511,80-16-029043,3RD DIVISION
18512,80-16-038427,5TH DIVISION
18513,80-16-039852,5TH DIVISION
18514,80-16-030554,7TH DIVISION
18515,80-16-030751,7TH DIVISION
18516,80-16-017236,2ND DIVISION
18517,80-16-038675,6TH DIVISION
18518,80-16-039493,6TH DIVISION
18519,80-16-030570,3RD DIVISION
18520,80-16-039428,3RD DIVISION
18521,80-16-020048,6TH DIVISION
18522,80-16-039871,6TH DIVISION
18523,80-16-038345,7TH DIVISION
18524,80-16-039501,8TH DIVISION
18525,80-16-038929,3RD DIVISION
18526,80-16-039295,2ND DIVISION
18527,80-16-039512,3RD DIVISION
18528,80-16-039072,3RD DIVISION
18529,80-16-038979,1ST DIVISION
18530,80-16-038979,1ST DIVISION
18531,80-16-038383,5TH DIVISION
18532,80-16-037852,8TH DIVISION
18533,80-16-038368,2ND DIVISION
18534,80-16-038874,1ST DIVISION
18535,80-16-039141,7TH DIVISION
18536,80-16-038343,1ST DIVISION
18537,80-16-033984,7TH DIVISION
18538,80-16-039530,7TH DIVISION
18539,80-16-030440,4TH DIVISION
18540,80-16-039535,5TH DIVISION
18541,80-16-038171,5TH DIVISION
18542,80-16-035316,2ND DIVISION
18543,80-16-039123,2ND DIVISION
18544,80-16-039058,5TH DIVISION
18545,80-16-039437,6TH DIVISION
18546,80-16-015700,4TH DIVISION
18547,80-16-015147,3RD DIVISION
18548,80-16-014848,2ND DIVISION
18549,80-16-015699,8TH DIVISION
18550,80-16-014849,3RD DIVISION
18551,80-16-015506,2ND DIVISION
18552,80-16-006279,3RD DIVISION
18553,80-16-006607,1ST DIVISION
18554,80-16-006404,3RD DIVISION
18555,80-16-006644,5TH DIVISION
18556,80-16-006684,7TH DIVISION
18557,80-16-006696,6TH DIVISION
18558,80-16-006704,4TH DIVISION
18559,80-16-006658,5TH DIVISION
18560,80-16-006321,3RD DIVISION
18561,80-16-006279,3RD DIVISION
18562,80-16-006730,2ND DIVISION
18563,80-16-006287,5TH DIVISION
18564,80-16-015401,4TH DIVISION
18565,80-16-015409,8TH DIVISION
18566,80-16-014537,7TH DIVISION
18567,80-16-014537,7TH DIVISION
18568,80-16-015414,4TH DIVISION
18569,80-16-014837,5TH DIVISION
18570,80-16-014837,5TH DIVISION
18571,80-16-014767,6TH DIVISION
18572,80-16-030263,4TH DIVISION
18573,80-16-030571,3RD DIVISION
18574,80-16-018519,5TH DIVISION
18575,80-16-019611,2ND DIVISION
18576,80-16-039671,1ST DIVISION
18577,80-16-030273,1ST DIVISION
18578,80-16-030599,1ST DIVISION
18579,80-16-019075,6TH DIVISION
18580,80-16-039671,1ST DIVISION
18581,80-16-030440,4TH DIVISION
18582,80-16-030279,2ND DIVISION
18583,80-16-030337,4TH DIVISION
18584,80-16-019582,1ST DIVISION
18585,80-16-039671,1ST DIVISION
18586,80-16-030440,4TH DIVISION
18587,80-16-029472,7TH DIVISION
18588,80-16-030548,4TH DIVISION
18589,80-16-019582,1ST DIVISION
18590,80-16-039861,1ST DIVISION
18591,80-16-030762,4TH DIVISION
18592,80-16-028412,3RD DIVISION
18593,80-16-028412,3RD DIVISION
18594,80-16-029799,4TH DIVISION
18595,80-16-030780,1ST DIVISION
18596,80-16-030793,2ND DIVISION
18597,80-16-030801,1ST DIVISION
18598,80-16-029460,3RD DIVISION
18599,80-16-029460,3RD DIVISION
18600,80-16-030812,8TH DIVISION
18601,80-16-030813,METRO LOUISVILLE
18602,80-16-030799,METRO LOUISVILLE
18603,80-16-039886,8TH DIVISION
18604,80-16-039887,8TH DIVISION
18605,80-16-039689,1ST DIVISION
18606,80-16-039891,4TH DIVISION
18607,80-16-006966,1ST DIVISION
18608,80-16-006968,3RD DIVISION
18609,80-16-006921,1ST DIVISION
18610,80-16-006984,2ND DIVISION
18611,80-16-006993,4TH DIVISION
18612,80-16-006371,4TH DIVISION
18613,80-16-007006,3RD DIVISION
18614,80-16-007005,5TH DIVISION
18615,80-16-007013,4TH DIVISION
18616,80-16-007033,8TH DIVISION
18617,80-16-007048,3RD DIVISION
18618,80-16-006396,2ND DIVISION
18619,80-16-006855,6TH DIVISION
18620,80-16-014545,5TH DIVISION
18621,80-16-015405,7TH DIVISION
18622,80-16-015103,5TH DIVISION
18623,80-16-013975,7TH DIVISION
18624,80-16-015244,4TH DIVISION
18625,80-16-015244,4TH DIVISION
18626,80-16-015494,2ND DIVISION
18627,80-16-015502,8TH DIVISION
18628,80-16-015062,4TH DIVISION
18629,80-16-015345,4TH DIVISION
18630,80-16-015345,4TH DIVISION
18631,80-16-015483,6TH DIVISION
18632,80-16-015515,5TH DIVISION
18633,80-16-015507,8TH DIVISION
18634,80-16-015564,2ND DIVISION
18635,80-16-019925,2ND DIVISION
18636,80-16-029472,7TH DIVISION
18637,80-16-030594,6TH DIVISION
18638,80-16-019692,2ND DIVISION
18639,80-16-009863,5TH DIVISION
18640,80-16-038502,2ND DIVISION
18641,80-16-026438,7TH DIVISION
18642,80-16-008245,4TH DIVISION
18643,80-16-030604,4TH DIVISION
18644,80-16-038961,1ST DIVISION
18645,80-16-030306,7TH DIVISION
18646,80-16-036554,1ST DIVISION
18647,80-16-008245,4TH DIVISION
18648,80-16-030610,1ST DIVISION
18649,80-16-030311,2ND DIVISION
18650,80-16-039884,2ND DIVISION
18651,80-16-038458,1ST DIVISION
18652,80-16-038458,1ST DIVISION
18653,80-16-030724,1ST DIVISION
18654,80-16-030656,2ND DIVISION
18655,80-16-015423,7TH DIVISION
18656,80-16-015420,8TH DIVISION
18657,80-16-014686,2ND DIVISION
18658,80-16-014787,1ST DIVISION
18659,80-16-015061,1ST DIVISION
18660,80-16-015060,1ST DIVISION
18661,80-16-015438,3RD DIVISION
18662,80-16-015376,3RD DIVISION
18663,80-16-014864,4TH DIVISION
18664,80-16-014864,4TH DIVISION
18665,80-16-014550,4TH DIVISION
18666,80-16-015464,3RD DIVISION
18667,80-16-013414,2ND DIVISION
18668,80-16-015251,4TH DIVISION
18669,80-16-015406,5TH DIVISION
18670,80-16-014776,4TH DIVISION
18671,80-16-015463,1ST DIVISION
18672,80-16-014974,8TH DIVISION
18673,80-16-015244,4TH DIVISION
18674,80-16-006889,6TH DIVISION
18675,80-16-006902,3RD DIVISION
18676,80-16-006912,4TH DIVISION
18677,80-16-006925,1ST DIVISION
18678,80-16-006931,4TH DIVISION
18679,80-16-005224,3RD DIVISION
18680,80-16-006937,1ST DIVISION
18681,80-16-006953,6TH DIVISION
18682,80-16-006958,4TH DIVISION
18683,80-16-030741,2ND DIVISION
18684,80-16-029965,1ST DIVISION
18685,80-16-024399,7TH DIVISION
18686,80-16-030747,2ND DIVISION
18687,80-16-029181,4TH DIVISION
18688,80-16-030760,6TH DIVISION
18689,80-16-004593,6TH DIVISION
18690,80-16-030618,4TH DIVISION
18691,80-16-010292,6TH DIVISION
18692,80-16-030582,4TH DIVISION
18693,80-16-008245,4TH DIVISION
18694,80-16-039297,4TH DIVISION
18695,80-16-030648,8TH DIVISION
18696,80-16-010143,4TH DIVISION
18697,80-16-039299,METRO LOUISVILLE
18698,80-16-030630,3RD DIVISION
18699,80-16-010301,6TH DIVISION
18700,80-16-010305,4TH DIVISION
18701,80-16-010302,8TH DIVISION
18702,80-16-010303,8TH DIVISION
18703,80-16-009989,2ND DIVISION
18704,80-16-008968,1ST DIVISION
18705,80-16-008968,1ST DIVISION
18706,80-16-010310,7TH DIVISION
18707,80-16-010056,METRO LOUISVILLE
18708,80-16-010311,2ND DIVISION
18709,80-16-010169,6TH DIVISION
18710,80-16-009532,7TH DIVISION
18711,80-16-009872,3RD DIVISION
18712,80-16-009754,3RD DIVISION
18713,80-16-019712,5TH DIVISION
18714,80-16-019758,5TH DIVISION
18715,80-16-004635,6TH DIVISION
18716,80-16-019757,7TH DIVISION
18717,80-16-019749,3RD DIVISION
18718,80-16-019770,4TH DIVISION
18719,80-16-019133,3RD DIVISION
18720,80-16-019767,3RD DIVISION
18721,80-16-019639,2ND DIVISION
18722,80-16-019639,2ND DIVISION
18723,80-16-019769,4TH DIVISION
18724,80-16-019768,METRO LOUISVILLE
18725,80-16-019639,2ND DIVISION
18726,80-16-005515,1ST DIVISION
18727,80-16-019233,2ND DIVISION
18728,80-16-019233,2ND DIVISION
18729,80-16-019368,4TH DIVISION
18730,80-16-015349,7TH DIVISION
18731,80-16-015349,7TH DIVISION
18732,80-16-015349,7TH DIVISION
18733,80-16-017795,METRO LOUISVILLE
18734,80-16-039011,7TH DIVISION
18735,80-16-038931,4TH DIVISION
18736,80-16-038931,4TH DIVISION
18737,80-16-030537,5TH DIVISION
18738,80-16-009624,8TH DIVISION
18739,80-16-023815,1ST DIVISION
18740,80-16-030619,3RD DIVISION
18741,80-16-039328,5TH DIVISION
18742,80-16-030537,5TH DIVISION
18743,80-16-039337,3RD DIVISION
18744,80-16-030654,2ND DIVISION
18745,80-16-039339,8TH DIVISION
18746,80-16-030638,3RD DIVISION
18747,80-16-039341,6TH DIVISION
18748,80-16-030611,7TH DIVISION
18749,80-16-030657,4TH DIVISION
18750,80-16-030665,7TH DIVISION
18751,80-16-030666,6TH DIVISION
18752,80-16-030010,1ST DIVISION
18753,80-16-030346,6TH DIVISION
18754,80-16-029730,3RD DIVISION
18755,80-16-030707,3RD DIVISION
18756,80-16-030348,7TH DIVISION
18757,80-16-039657,6TH DIVISION
18758,80-16-039645,4TH DIVISION
18759,80-16-039659,1ST DIVISION
18760,80-16-039550,7TH DIVISION
18761,80-16-038785,2ND DIVISION
18762,80-16-039631,8TH DIVISION
18763,80-16-038541,1ST DIVISION
18764,80-16-038541,1ST DIVISION
18765,80-16-039672,4TH DIVISION
18766,80-16-040847,4TH DIVISION
18767,80-16-040851,7TH DIVISION
18768,80-16-040997,3RD DIVISION
18769,80-16-041208,8TH DIVISION
18770,80-16-041223,5TH DIVISION
18771,80-16-041303,1ST DIVISION
18772,80-16-041358,2ND DIVISION
18773,80-16-041578,2ND DIVISION
18774,80-16-041632,6TH DIVISION
18775,80-16-041700,2ND DIVISION
18776,80-16-042003,2ND DIVISION
18777,80-16-042224,2ND DIVISION
18778,80-16-042310,4TH DIVISION
18779,80-16-039298,6TH DIVISION
18780,80-16-039354,8TH DIVISION
18781,80-16-039120,4TH DIVISION
18782,80-16-039392,7TH DIVISION
18783,80-16-034590,1ST DIVISION
18784,80-16-039383,4TH DIVISION
18785,80-16-039382,1ST DIVISION
18786,80-16-039371,4TH DIVISION
18787,80-16-038357,2ND DIVISION
18788,80-16-039448,2ND DIVISION
18789,80-16-039129,4TH DIVISION
18790,80-16-039463,1ST DIVISION
18791,80-16-039466,3RD DIVISION
18792,80-16-039474,7TH DIVISION
18793,80-16-038658,1ST DIVISION
18794,80-16-039073,4TH DIVISION
18795,80-16-039081,3RD DIVISION
18796,80-16-038986,1ST DIVISION
18797,80-16-039483,6TH DIVISION
18798,80-16-033091,3RD DIVISION
18799,80-16-038301,8TH DIVISION
18800,80-16-015454,1ST DIVISION
18801,80-16-013948,4TH DIVISION
18802,80-16-014493,6TH DIVISION
18803,80-16-013848,4TH DIVISION
18804,80-16-014939,4TH DIVISION
18805,80-16-015357,8TH DIVISION
18806,80-16-015528,3RD DIVISION
18807,80-16-009796,3RD DIVISION
18808,80-16-019810,4TH DIVISION
18809,80-16-015537,7TH DIVISION
18810,80-16-015561,2ND DIVISION
18811,80-16-015572,7TH DIVISION
18812,80-16-015581,7TH DIVISION
18813,80-16-039946,4TH DIVISION
18814,80-16-039482,2ND DIVISION
18815,80-16-018906,4TH DIVISION
18816,80-16-031321,2ND DIVISION
18817,80-16-028186,3RD DIVISION
18818,80-16-044032,7TH DIVISION
18819,80-16-018935,5TH DIVISION
18820,80-16-039423,2ND DIVISION
18821,80-16-039609,3RD DIVISION
18822,80-16-018908,4TH DIVISION
18823,80-16-032916,2ND DIVISION
18824,80-16-044033,4TH DIVISION
18825,80-16-028186,3RD DIVISION
18826,80-16-015596,7TH DIVISION
18827,80-16-043831,7TH DIVISION
18828,80-16-019818,3RD DIVISION
18829,80-16-039423,2ND DIVISION
18830,80-16-039648,3RD DIVISION
18831,80-16-019774,3RD DIVISION
18832,80-16-033405,7TH DIVISION
18833,80-16-044043,8TH DIVISION
18834,80-16-015538,6TH DIVISION
18835,80-16-042910,4TH DIVISION
18836,80-16-014142,8TH DIVISION
18837,80-16-019324,5TH DIVISION
18838,80-16-025405,8TH DIVISION
18839,80-16-038715,1ST DIVISION
18840,80-16-018124,3RD DIVISION
18841,80-16-044051,5TH DIVISION
18842,80-16-033411,4TH DIVISION
18843,80-16-042795,5TH DIVISION
18844,80-16-015607,2ND DIVISION
18845,80-16-019076,6TH DIVISION
18846,80-16-039387,4TH DIVISION
18847,80-16-034361,6TH DIVISION
18848,80-16-019777,4TH DIVISION
18849,80-16-044052,1ST DIVISION
18850,80-16-015576,6TH DIVISION
18851,80-16-033086,1ST DIVISION
18852,80-16-043885,7TH DIVISION
18853,80-16-006514,3RD DIVISION
18854,80-16-019253,7TH DIVISION
18855,80-16-038136,8TH DIVISION
18856,80-16-038422,3RD DIVISION
18857,80-16-043904,7TH DIVISION
18858,80-16-015575,8TH DIVISION
18859,80-16-032937,8TH DIVISION
18860,80-16-043898,6TH DIVISION
18861,80-16-006338,5TH DIVISION
18862,80-16-018852,4TH DIVISION
18863,80-16-039855,6TH DIVISION
18864,80-16-038136,8TH DIVISION
18865,80-16-033143,2ND DIVISION
18866,80-16-044031,8TH DIVISION
18867,80-16-006522,4TH DIVISION
18868,80-16-041987,1ST DIVISION
18869,80-16-015578,8TH DIVISION
18870,80-16-010039,1ST DIVISION
18871,80-16-039616,1ST DIVISION
18872,80-16-039954,7TH DIVISION
18873,80-16-039744,2ND DIVISION
18874,80-16-039744,2ND DIVISION
18875,80-16-039744,2ND DIVISION
18876,80-16-038279,2ND DIVISION
18877,80-16-038279,2ND DIVISION
18878,80-16-039968,2ND DIVISION
18879,80-16-039422,4TH DIVISION
18880,80-16-038787,2ND DIVISION
18881,80-16-039973,6TH DIVISION
18882,80-16-039866,1ST DIVISION
18883,80-16-039975,7TH DIVISION
18884,80-16-038503,1ST DIVISION
18885,80-16-039593,METRO LOUISVILLE
18886,80-16-039984,2ND DIVISION
18887,80-16-039754,4TH DIVISION
18888,80-16-040012,8TH DIVISION
18889,80-16-040025,4TH DIVISION
18890,80-16-040024,6TH DIVISION
18891,80-16-040038,5TH DIVISION
18892,80-16-030316,2ND DIVISION
18893,80-16-030353,3RD DIVISION
18894,80-16-030361,8TH DIVISION
18895,80-16-027468,4TH DIVISION
18896,80-16-030359,3RD DIVISION
18897,80-16-030372,2ND DIVISION
18898,80-16-029654,4TH DIVISION
18899,80-16-029654,4TH DIVISION
18900,80-16-029937,3RD DIVISION
18901,80-16-029937,3RD DIVISION
18902,80-16-029676,6TH DIVISION
18903,80-16-030376,6TH DIVISION
18904,80-16-030373,4TH DIVISION
18905,80-16-043571,4TH DIVISION
18906,80-16-043784,3RD DIVISION
18907,80-16-043517,1ST DIVISION
18908,80-16-043847,6TH DIVISION
18909,80-16-043673,1ST DIVISION
18910,80-16-043673,1ST DIVISION
18911,80-16-042577,7TH DIVISION
18912,80-16-043137,7TH DIVISION
18913,80-16-042617,6TH DIVISION
18914,80-16-031321,2ND DIVISION
18915,80-16-043899,4TH DIVISION
18916,80-16-033328,2ND DIVISION
18917,80-16-006548,7TH DIVISION
18918,80-16-006382,6TH DIVISION
18919,80-16-006577,1ST DIVISION
18920,80-16-036205,2ND DIVISION
18921,80-16-036205,2ND DIVISION
18922,80-16-036205,2ND DIVISION
18923,80-16-032680,2ND DIVISION
18924,80-16-041987,1ST DIVISION
18925,80-16-005604,4TH DIVISION
18926,80-16-033420,6TH DIVISION
18927,80-16-006539,1ST DIVISION
18928,80-16-006515,4TH DIVISION
18929,80-16-010067,4TH DIVISION
18930,80-16-038986,1ST DIVISION
18931,80-16-029134,6TH DIVISION
18932,80-16-041987,1ST DIVISION
18933,80-16-029410,1ST DIVISION
18934,80-16-033209,3RD DIVISION
18935,80-16-006585,6TH DIVISION
18936,80-16-006528,6TH DIVISION
18937,80-16-010079,2ND DIVISION
18938,80-16-038986,1ST DIVISION
18939,80-16-040067,6TH DIVISION
18940,80-16-030480,4TH DIVISION
18941,80-16-033424,4TH DIVISION
18942,80-16-006593,7TH DIVISION
18943,80-16-006544,4TH DIVISION
18944,80-16-010101,4TH DIVISION
18945,80-16-038379,6TH DIVISION
18946,80-16-040067,6TH DIVISION
18947,80-16-030015,3RD DIVISION
18948,80-16-033436,6TH DIVISION
18949,80-16-030154,2ND DIVISION
18950,80-16-006554,4TH DIVISION
18951,80-16-010103,8TH DIVISION
18952,80-16-039836,3RD DIVISION
18953,80-16-006385,5TH DIVISION
18954,80-16-040067,6TH DIVISION
18955,80-16-030015,3RD DIVISION
18956,80-16-033434,6TH DIVISION
18957,80-16-029564,4TH DIVISION
18958,80-16-006575,8TH DIVISION
18959,80-16-042871,1ST DIVISION
18960,80-16-029822,6TH DIVISION
18961,80-16-010106,5TH DIVISION
18962,80-16-039880,4TH DIVISION
18963,80-16-009810,4TH DIVISION
18964,80-16-033445,4TH DIVISION
18965,80-16-030369,5TH DIVISION
18966,80-16-006582,5TH DIVISION
18967,80-16-042150,6TH DIVISION
18968,80-16-030488,7TH DIVISION
18969,80-16-039816,2ND DIVISION
18970,80-16-010052,1ST DIVISION
18971,80-16-029023,4TH DIVISION
18972,80-16-029335,4TH DIVISION
18973,80-16-006601,4TH DIVISION
18974,80-16-043910,3RD DIVISION
18975,80-16-006581,3RD DIVISION
18976,80-16-029735,4TH DIVISION
18977,80-16-030691,2ND DIVISION
18978,80-16-010125,3RD DIVISION
18979,80-16-033444,1ST DIVISION
18980,80-16-030403,7TH DIVISION
18981,80-16-043172,6TH DIVISION
18982,80-16-006581,3RD DIVISION
18983,80-16-029605,7TH DIVISION
18984,80-16-030708,7TH DIVISION
18985,80-16-009797,1ST DIVISION
18986,80-16-010146,7TH DIVISION
18987,80-16-010132,7TH DIVISION
18988,80-16-006621,1ST DIVISION
18989,80-16-006599,4TH DIVISION
18990,80-16-006623,3RD DIVISION
18991,80-16-006630,1ST DIVISION
18992,80-16-006631,3RD DIVISION
18993,80-16-006635,3RD DIVISION
18994,80-16-006226,8TH DIVISION
18995,80-16-005912,1ST DIVISION
18996,80-16-006653,3RD DIVISION
18997,80-16-006654,6TH DIVISION
18998,80-16-006655,8TH DIVISION
18999,80-16-006679,3RD DIVISION
19000,80-16-006680,6TH DIVISION
19001,80-16-006712,4TH DIVISION
19002,80-16-006713,1ST DIVISION
19003,80-16-006716,1ST DIVISION
19004,80-16-006724,3RD DIVISION
19005,80-16-006611,4TH DIVISION
19006,80-16-006611,4TH DIVISION
19007,80-16-006098,4TH DIVISION
19008,80-16-006098,4TH DIVISION
19009,80-16-005114,1ST DIVISION
19010,80-16-005280,3RD DIVISION
19011,80-16-006734,1ST DIVISION
19012,80-16-005310,3RD DIVISION
19013,80-16-006793,1ST DIVISION
19014,80-16-006805,1ST DIVISION
19015,80-16-015064,3RD DIVISION
19016,80-16-032561,1ST DIVISION
19017,80-16-033500,8TH DIVISION
19018,80-16-032187,2ND DIVISION
19019,80-16-030505,4TH DIVISION
19020,80-16-029688,1ST DIVISION
19021,80-16-043924,8TH DIVISION
19022,80-16-030225,1ST DIVISION
19023,80-16-030360,3RD DIVISION
19024,80-16-029905,1ST DIVISION
19025,80-16-024109,7TH DIVISION
19026,80-16-002287,5TH DIVISION
19027,80-16-029630,7TH DIVISION
19028,80-16-030151,4TH DIVISION
19029,80-16-028537,7TH DIVISION
19030,80-16-033477,5TH DIVISION
19031,80-16-043193,4TH DIVISION
19032,80-16-006647,2ND DIVISION
19033,80-16-029463,5TH DIVISION
19034,80-16-030151,4TH DIVISION
19035,80-16-028537,7TH DIVISION
19036,80-16-033455,4TH DIVISION
19037,80-16-043933,2ND DIVISION
19038,80-16-042265,6TH DIVISION
19039,80-16-040369,2ND DIVISION
19040,80-16-043640,1ST DIVISION
19041,80-16-043923,1ST DIVISION
19042,80-16-043949,7TH DIVISION
19043,80-16-043960,7TH DIVISION
19044,80-16-043743,7TH DIVISION
19045,80-16-043792,2ND DIVISION
19046,80-16-043792,2ND DIVISION
19047,80-16-043792,2ND DIVISION
19048,80-16-043792,2ND DIVISION
19049,80-16-043980,8TH DIVISION
19050,80-16-043970,3RD DIVISION
19051,80-16-043134,2ND DIVISION
19052,80-16-043991,3RD DIVISION
19053,80-16-036209,3RD DIVISION
19054,80-16-042004,2ND DIVISION
19055,80-16-043993,3RD DIVISION
19056,80-16-043999,1ST DIVISION
19057,80-16-043994,3RD DIVISION
19058,80-16-044000,5TH DIVISION
19059,80-16-043137,7TH DIVISION
19060,80-16-039786,8TH DIVISION
19061,80-16-039786,8TH DIVISION
19062,80-16-039786,8TH DIVISION
19063,80-16-039786,8TH DIVISION
19064,80-16-043222,3RD DIVISION
19065,80-16-044025,7TH DIVISION
19066,80-16-044030,3RD DIVISION
19067,80-16-029163,6TH DIVISION
19068,80-16-030518,3RD DIVISION
19069,80-16-040064,4TH DIVISION
19070,80-16-015403,METRO LOUISVILLE
19071,80-16-032799,3RD DIVISION
19072,80-16-029473,7TH DIVISION
19073,80-16-030429,3RD DIVISION
19074,80-16-030428,4TH DIVISION
19075,80-16-028854,7TH DIVISION
19076,80-16-030433,1ST DIVISION
19077,80-16-030077,2ND DIVISION
19078,80-16-030267,4TH DIVISION
19079,80-16-030443,6TH DIVISION
19080,80-16-030450,6TH DIVISION
19081,80-16-025647,5TH DIVISION
19082,80-16-030089,7TH DIVISION
19083,80-16-025952,4TH DIVISION
19084,80-16-030089,7TH DIVISION
19085,80-16-030453,4TH DIVISION
19086,80-16-028186,3RD DIVISION
19087,80-16-030531,5TH DIVISION
19088,80-16-020007,2ND DIVISION
19089,80-16-040074,1ST DIVISION
19090,80-16-015171,8TH DIVISION
19091,80-16-032800,3RD DIVISION
19092,80-16-030551,3RD DIVISION
19093,80-16-040041,6TH DIVISION
19094,80-16-015013,5TH DIVISION
19095,80-16-043675,3RD DIVISION
19096,80-16-024157,4TH DIVISION
19097,80-16-040013,1ST DIVISION
19098,80-16-013815,1ST DIVISION
19099,80-16-015371,4TH DIVISION
19100,80-16-015418,3RD DIVISION
19101,80-16-015033,6TH DIVISION
19102,80-16-015415,3RD DIVISION
19103,80-16-015440,3RD DIVISION
19104,80-16-015444,8TH DIVISION
19105,80-16-012812,7TH DIVISION
19106,80-16-014873,4TH DIVISION
19107,80-16-014856,4TH DIVISION
19108,80-16-038319,6TH DIVISION
19109,80-16-039893,5TH DIVISION
19110,80-16-037761,METRO LOUISVILLE
19111,80-16-037837,METRO LOUISVILLE
19112,80-16-037837,METRO LOUISVILLE
19113,80-16-038639,7TH DIVISION
19114,80-16-037875,METRO LOUISVILLE
19115,80-16-038674,4TH DIVISION
19116,80-16-038132,METRO LOUISVILLE
19117,80-16-038184,8TH DIVISION
19118,80-16-039902,6TH DIVISION
19119,80-16-039910,5TH DIVISION
19120,80-16-039911,6TH DIVISION
19121,80-16-039909,3RD DIVISION
19122,80-16-039925,3RD DIVISION
19123,80-16-039923,4TH DIVISION
19124,80-16-043688,8TH DIVISION
19125,80-16-024395,1ST DIVISION
19126,80-16-030569,6TH DIVISION
19127,80-16-030204,7TH DIVISION
19128,80-16-040065,5TH DIVISION
19129,80-16-043703,7TH DIVISION
19130,80-16-027927,3RD DIVISION
19131,80-16-040054,8TH DIVISION
19132,80-16-043728,2ND DIVISION
19133,80-16-043729,5TH DIVISION
19134,80-16-043725,3RD DIVISION
19135,80-16-043747,4TH DIVISION
19136,80-16-043762,6TH DIVISION
19137,80-16-042015,6TH DIVISION
19138,80-16-043468,3RD DIVISION
19139,80-16-043774,3RD DIVISION
19140,80-16-043764,3RD DIVISION
19141,80-16-043787,6TH DIVISION
19142,80-16-043804,7TH DIVISION
19143,80-16-043837,3RD DIVISION
19144,80-16-043772,4TH DIVISION
19145,80-16-043686,6TH DIVISION
19146,80-16-043518,4TH DIVISION
19147,80-16-043847,6TH DIVISION
19148,80-16-042339,5TH DIVISION
19149,80-16-043561,2ND DIVISION
19150,80-16-043561,2ND DIVISION
19151,80-16-042617,6TH DIVISION
19152,80-16-043146,7TH DIVISION
19153,80-16-015462,8TH DIVISION
19154,80-16-015468,2ND DIVISION
19155,80-16-014214,4TH DIVISION
